source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmdec,phot_g_mean_mag,bp_rp,bp_g,g_rp,radial_velocity,phot_variable_flag,l,b,teff_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot,r_med_geo,r_med_photogeo
2060855914292084352,304.11470610726803,4.1524076,37.65981455311672,4.896751,,,,,21.016426,,,,,NOT_AVAILABLE,75.37075472538805,1.327872466364035,,,,,,,
2060855914292084480,304.1147065744428,1.0976398,37.66018002353798,1.6575607,,,,,20.922773,,,1.3135223,,NOT_AVAILABLE,75.37105823296388,1.3280761852711687,,,,,,,
2060856738926992640,304.17779950071605,2.742107,37.684558331384,2.0679772,,,,,21.019735,1.2883091,0.5463238,0.7419853,,NOT_AVAILABLE,75.4191847341167,1.3002681918183157,,,,,,,
2060854260725775104,304.1194292514254,0.094121546,37.569082893643674,0.111169025,0.25900009526647716,0.12753479,-3.6002068950326813,-6.183228232651105,18.452263,1.9066639,0.94885254,0.95781136,,NOT_AVAILABLE,75.29754935875359,1.274114032984663,4766.1616,858.9108,2.0252,1.5048,0.8263,4397.821,3169.325
2060854260725812864,304.1127597323696,0.08179138,37.57628124670435,0.09820109,0.34157341189141843,0.11283915,-2.529996265716916,-6.756461695915911,18.124834,1.7122345,0.78190994,0.93032455,,NOT_AVAILABLE,75.30057098978537,1.2825184218570147,4539.1255,832.0777,1.1285,0.8458,0.459,3169.301,3374.369
2060854260727775744,304.1100993784135,0.6647159,37.569007946379905,0.7766867,0.37141982141742647,0.84221,-4.620417802983954,-3.84604700626514,20.565338,2.3158703,0.7868519,1.5290184,,NOT_AVAILABLE,75.29335763264741,1.2802074998041113,,,,,,3877.5347,4607.0435
2060854260727779456,304.1055499935073,0.20007068,37.57106956572154,0.24108475,-0.07150418682911736,0.2798668,-3.089356083715528,-4.4282494885086265,19.45416,2.381979,1.2471123,1.1348667,,NOT_AVAILABLE,75.29305519291988,1.2843501115687972,,,,,,5008.726,4090.1262
2060854260733707008,304.1127499236248,0.14886662,37.571867852078434,0.18523552,0.7075933823394486,0.20766507,-3.431439454478106,-5.329253674139324,19.108223,1.910265,0.97582436,0.9344406,,NOT_AVAILABLE,75.29690409431491,1.2800610424925465,,,,,,1748.7256,2127.25
2060854265020068352,304.1190048129743,0.6087593,37.569478383638156,0.7879493,2.063854171000643,0.90898436,-3.646060949575084,-4.630399517266848,20.669739,,,,,NOT_AVAILABLE,75.29768967430842,1.2746139429854728,,,,,,1736.0367,
2060854265020093440,304.1157769592672,0.2642219,37.575116496771635,0.3360701,0.18308003605828702,0.36805442,-4.4175833537582285,-7.833117502873295,19.843643,1.8604736,0.9818344,0.8786392,,NOT_AVAILABLE,75.3009397404227,1.2798842159967747,,,,,,3896.556,3749.7666
