source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmdec,phot_g_mean_mag,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,phot_variable_flag,l,b,teff_val,a_g_val,r_est,r_lo,r_hi,r_len
598888109451094912,132.61247877874825,0.22784971643598637,11.44048578877219,0.14061843076770822,1.1952149939573398,0.26579942915372845,-11.367582474020107,-2.432704959758059,19.062256,2.2643776,1.1460972,1.1182804,,,NOT_AVAILABLE,215.97672315180284,31.556305260544708,,,816.969840828358,660.692486236162,1058.77153111802,409.121448164773
598886769421389696,132.60996924824707,5.222313726698637,11.391110340862143,9.651927820633892,,,,,21.18445,,,,,,NOT_AVAILABLE,216.02803350156873,31.533244001506905,,,,,,
598889659934380032,132.76045029447027,0.05019564185594249,11.522241167043445,0.044504213072265444,0.9352989234160779,0.06397336095246742,-9.03590900076485,-4.098247496961202,15.837485,1.1607885,0.5107107,0.6500778,,,NOT_AVAILABLE,215.9614082578026,31.72226304688629,4937.5,,1034.59774872383,969.238679830208,1109.1351303022,408.315008642099
598906010876658944,132.42233009461864,3.8049591144808828,11.613595554379218,2.610639294418374,,,,,21.04946,,,,,,NOT_AVAILABLE,215.7005669429919,31.460142951947272,,,,,,
598904911363200128,132.47074101058422,1.2615505160754092,11.579872865347689,0.8974224407312742,2.0781071176582824,1.5698382935641764,0.6822436684711137,-1.7212816802319642,19.802952,1.5078068,-0.3450222,1.852829,,,NOT_AVAILABLE,215.75980996861847,31.489007853591847,,,667.04386229083,338.984825603451,1383.40136686177,409.18782063419
598905048802155392,132.4900481774745,0.2585805642290163,11.59177928168905,0.15851281315970786,1.1580503454437971,0.31950420929474216,2.0269977533438395,-4.953834231100926,19.149855,1.95681,0.9410305,1.0157795,,,NOT_AVAILABLE,215.75646190048985,31.51117414875921,,,839.29437301358,647.6140305162,1163.0470014991,409.079197094152
598886361399495936,132.79896871299198,0.02639036385181467,11.486821207156579,0.018714697408440315,0.7665599003408461,0.0313598478966631,-14.943285832451163,-0.14171928094774172,14.6311865,0.74270153,0.2870264,0.45567513,,,NOT_AVAILABLE,216.01787256853322,31.741574353929952,6211.0,0.2475,1254.88661638432,1207.13989503094,1306.47521595772,408.289030222101
598884849571007488,132.85082918396958,0.13842153884856787,11.407077149926254,0.09628752161893053,1.9083042105431027,0.17706398503408655,9.743813227599802,-6.913479528298365,17.926434,2.3550034,1.2224045,1.1325989,,,NOT_AVAILABLE,216.12810988252647,31.75402366451371,,,519.359802802921,474.019483748253,574.034066447917,408.359012733563
598959650721359616,132.42246038547958,0.5241579962872276,11.78802267330149,0.3673273637520301,2.3102985576628376,0.6400945868829385,-11.957951679716519,4.008865630704617,15.473972,1.0997047,0.4479704,0.65173435,,,NOT_AVAILABLE,215.51490760358945,31.533382497803192,4979.02,0.1573,459.881430889983,333.957027464141,719.078296555127,408.696341661409
598907110386530048,132.56027708625808,1.1668463361419297,11.652063396735656,0.8686097952899919,4.158458726306566,1.3723707589750798,-1.0380868239770589,1.3248354780414158,20.842382,1.534914,0.43333435,1.1015797,,,NOT_AVAILABLE,215.72616407707258,31.598921220611686,,,286.844767818058,175.853509710359,705.804626052504,408.628037123319
