source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmdec,phot_g_mean_mag,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,phot_variable_flag,l,b,r_med_geo,r_med_photogeo
5337646335970040448,168.4413839012357,0.09056548,-60.749273646427056,0.0829797,0.05438688951265892,0.10591144,-4.921446332055401,1.5731946771916248,18.064436,,,,,,NOT_AVAILABLE,291.27815440073385,-0.10672182134467816,5388.236,
5337646335971115648,168.44811499391827,0.086293705,-60.75021345702812,0.078135364,0.1476641396964387,0.099634044,-3.2685754133536973,0.002110040164196264,18.0931,1.7059059,0.8084316,0.8974743,,,NOT_AVAILABLE,291.2815584845016,-0.10638582323058095,4939.1606,4117.6445
5337646335971118848,168.44256245628708,0.07660824,-60.74707582692837,0.07475011,0.14867004299663938,0.09195186,-5.25527241132561,2.0945106740790815,17.959715,1.9604492,0.9849148,0.97553444,,,NOT_AVAILABLE,291.27788131651437,-0.10446627343367174,4987.8755,4336.0254
5337646335974946304,168.4235518612484,0.074721776,-60.739411492052966,0.0779654,0.42436197496407063,0.09240846,-6.320735015863333,1.4707308025564179,17.941425,1.7178764,0.83415604,0.8837204,,,NOT_AVAILABLE,291.26642174173134,-0.10075924049765447,2497.4531,2467.4995
5337646335974948224,168.43258625059698,0.21006449,-60.74281967025983,0.19067465,-0.1904404315089992,0.24201754,-5.7292593136972405,2.046627736734819,19.027143,2.1737614,1.0112762,1.1624851,,,NOT_AVAILABLE,291.27178188487494,-0.10230271245362883,5359.762,4388.732
5337646335974950528,168.44003362319663,0.5611235,-60.743064089225726,0.50223553,0.6342545306630673,0.6238868,-1.8122018851955777,1.7633955084046344,20.440664,2.1023102,0.78074646,1.3215637,,,NOT_AVAILABLE,291.2752561815241,-0.10119060447241193,3857.7852,5874.3823
5337646335974950784,168.44068614820927,0.24935386,-60.74765199511891,0.24215282,-0.3632767043678783,0.29969177,-5.259753484998883,1.8529304493676597,19.557276,3.7465153,2.2178307,1.5286846,,,NOT_AVAILABLE,291.2772407239361,-0.10533935988968485,5686.8887,6789.9717
5337646335974950912,168.4410047323947,0.13216418,-60.74434948298608,0.13308108,0.2349174976009805,0.15671629,-6.070499569975955,2.052267269897948,18.771135,2.0684433,1.0562706,1.0121727,,,NOT_AVAILABLE,291.27617042065134,-0.10221121678554496,4436.155,3768.1577
5337646340275475712,168.4310490602809,0.22889711,-60.7337121490977,0.1942208,0.05475808164961899,0.2518461,-7.384860682707259,1.5696556158181276,19.344744,2.008932,1.0126152,0.9963169,,,NOT_AVAILABLE,291.26773122104635,-0.09411102873562406,5353.5254,4348.24
5337646340275559680,168.43867197361718,0.71598446,-60.74722342337563,0.64347017,0.010352135214849768,0.8491331,-7.2808285882066315,1.5732041857924133,20.585363,1.7848434,0.9680996,0.81674385,,,NOT_AVAILABLE,291.27616783179866,-0.10530299504961053,4086.7332,4948.395
5337646340275564032,168.44663493019246,0.57789075,-60.75083182654826,0.47710934,0.20214778704153946,0.6362425,-2.390246861997461,-0.18052779442194697,20.493382,2.2220917,1.2476044,0.9744873,,,NOT_AVAILABLE,291.28111345954943,-0.10722684755487845,3733.4495,5358.5996
5337646340275639424,168.44528821813543,1.1651534,-60.74996595792872,1.0313957,-0.6717668137126153,1.2945142,-4.67137086710604,3.24345867026236,20.741964,1.821064,0.9323654,0.8886986,,,NOT_AVAILABLE,291.2801830615466,-0.10666374317736367,5528.0996,5674.147
