source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmdec,phot_g_mean_mag,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,phot_variable_flag,l,b,r_med_geo,r_med_photogeo
6059451672114001536,186.13114485311164,0.34294567,-58.24453194926916,0.3064748,-0.6498324027982824,0.49022236,-6.763747017608321,0.5831273170929987,20.119606,1.4970074,0.60816956,0.8888378,,,NOT_AVAILABLE,299.38605727262154,4.441805694674351,5400.0,6193.0874
6059451706473763328,186.15911900483076,0.07901508,-58.236051549743074,0.08948792,0.5718419000674498,0.12480574,-7.141276680416902,-4.1006486935219755,18.229843,1.6246243,0.73698235,0.8876419,,,NOT_AVAILABLE,299.39985770652726,4.451776581306173,2014.3876,2066.2522
6059451706473772544,186.16190109847238,0.18009496,-58.233354863306474,0.18759148,0.2556167539621059,0.27730426,-5.976751772978729,-0.08564216698543531,19.3819,1.7844143,0.8568287,0.9275856,,,NOT_AVAILABLE,299.40103709541114,4.454611122143021,5244.342,4554.3833
6059451706474240000,186.1540468789182,0.42617375,-58.23831622833923,0.37718007,-0.11807470772668482,0.652759,-10.673701852515931,2.8751204207215673,20.324297,1.6228638,0.8922157,0.73064804,,,NOT_AVAILABLE,299.3974309008666,4.449246031593069,5115.0024,5904.4434
6059451706474240896,186.15542503826123,0.51591605,-58.23673590836371,0.3971427,0.61682560757033,0.70883757,0.6921182591683426,0.5036107773190274,20.321167,2.1951103,0.74170876,1.4534016,,,NOT_AVAILABLE,299.3979893897799,4.450893354845603,4359.6465,2451.5176
6059451706474244608,186.1592597137911,0.6057214,-58.234284188576225,0.50176924,-0.38439777397603725,0.82592696,-9.965920612272253,-0.686377810566313,20.505875,3.070959,1.1410179,1.9299412,,,NOT_AVAILABLE,299.3997469649434,4.453542045173678,4283.395,852.44934
6059451706483611776,186.14703519539626,0.02450655,-58.23943269253879,0.027418897,0.31550585442526535,0.038508154,-6.893569323052724,0.43319943715683257,16.13801,1.078124,0.45267296,0.6254511,,,NOT_AVAILABLE,299.39386591671405,4.447750750126814,2960.3188,2946.8228
6059451706483613696,186.15420711423906,0.03477702,-58.23621158218618,0.03854429,0.5016468612129436,0.054838125,-10.191133686020162,1.1743324107581417,16.75438,1.2460003,0.5188637,0.7271366,,,NOT_AVAILABLE,299.39729500771415,4.451348005501251,1940.9819,1962.1837
6059451706483613824,186.1521003129994,0.08594612,-58.23589605555301,0.09719383,0.39365156296548637,0.13825944,-3.7475204558747715,-0.958968510073274,18.370178,1.5716,0.64744186,0.9241581,,,NOT_AVAILABLE,299.396155656611,4.4515461956358156,3833.9277,3181.8813
6059451706483615232,186.15665124050028,0.025760598,-58.2345351178386,0.029623285,0.27945706135300175,0.040269524,-7.974519777162114,1.8446027957790645,12.561609,4.1011295,2.6672392,1.4338903,-6.655735,0.2819288,VARIABLE,299.3984033015125,4.453149428077815,3720.8276,3437.4739
6059451740834156416,186.06732379038556,0.7614085,-58.25589943809445,0.72517174,0.6173111681975886,1.1719288,-8.217546784728128,-3.3962953044510034,20.723328,1.5228024,0.9618206,0.56098175,,,NOT_AVAILABLE,299.3537576710053,4.4269722212126235,4177.983,7264.39
6059451770870411520,186.0742858248782,0.7985112,-58.25420307880312,0.6261728,0.9488816651787595,0.99338096,-8.823167228927984,-2.144711451891565,20.613605,,,,,,NOT_AVAILABLE,299.35723159139184,4.429045623978627,3457.6162,
6059451770870411776,186.09402606381292,0.068953596,-58.2510291005531,0.06878681,0.2709120180942726,0.101767085,-5.126298330749487,0.31505719564044554,17.900545,1.3878956,0.64710236,0.7407932,,,NOT_AVAILABLE,299.3672563608366,4.433295812485113,4373.492,3445.9653
6059451770870413056,186.08804776666275,0.2483239,-58.249388922585766,0.2233002,0.3726447529922185,0.35151267,-9.1761337428942,-0.5513903811027108,19.774706,1.6416206,0.63915634,1.0024643,,,NOT_AVAILABLE,299.363945508353,4.434595925664499,5302.094,4935.8467
6059451770870554240,186.08718429651168,0.2312878,-58.250955275761854,0.20890419,-0.06907915677619225,0.32786846,-7.009266435728485,-0.8999981167788529,19.703903,1.339468,0.59560204,0.74386597,,,NOT_AVAILABLE,299.36365767624505,4.432990447485075,4933.988,6392.5527
6059451770889720192,186.0732837754768,0.11552445,-58.25350182914011,0.12241316,-0.2596120769313714,0.17244698,-7.923955050353142,0.6922893881293063,18.801847,1.3290672,0.60593605,0.7231312,,,NOT_AVAILABLE,299.356631542421,4.429687353428491,6356.614,5840.946
6059451775193160064,186.0696589425692,0.36600983,-58.25552218160006,0.31483048,-0.09226792085001329,0.50340164,-6.994425295717957,-0.3944012537460399,20.257185,1.3174839,0.6048603,0.7126236,,,NOT_AVAILABLE,299.3549431154056,4.427477053054183,4806.557,7804.747
6059451775193169280,186.08611163742484,0.21420369,-58.25353350810217,0.1973179,0.49377593688767873,0.2996649,-3.465904257296101,-1.9658463263696493,19.671038,1.5292206,0.78429604,0.74492455,,,NOT_AVAILABLE,299.3633669512714,4.430367123827052,4166.2803,4671.9995
6059451775193182720,186.08876463554333,0.5496817,-58.249201333446315,0.4625711,1.061106028669678,0.69988185,-4.29011567082086,-2.9110967043054634,20.535194,,,,,,NOT_AVAILABLE,299.3643019711341,4.434822175707912,4451.425,
6059451775193188480,186.08847521096476,0.19990982,-58.24804435298929,0.18550016,0.3475799120938159,0.29242975,-4.932755258266234,0.32513732689800456,19.549463,1.6868286,0.8197422,0.8670864,,,NOT_AVAILABLE,299.36402792602547,4.435956701631393,3954.5266,4460.892
6059451775193189248,186.09437500770306,0.17668483,-58.247713878712425,0.14635369,0.2887038899931391,0.23215397,-5.5865544830425575,-0.8442786657694171,19.155968,,,,,,NOT_AVAILABLE,299.3670898463199,4.4366119626241085,3206.646,
6059451775193192320,186.09054260713023,0.1733766,-58.24656432355496,0.15912338,0.03988121383987001,0.24336047,-6.5396847906375255,-0.6865968480321224,19.324705,1.4248734,0.6086483,0.81622505,,,NOT_AVAILABLE,299.3649569007225,4.437543001719345,5519.684,5314.288
6059451775193671168,186.08122901335767,0.6624424,-58.25315973994466,0.62918746,-0.30108730199606415,0.8320824,-8.402087100186408,0.9113113899355776,20.662275,1.1817036,0.36313248,0.8185711,,,NOT_AVAILABLE,299.3607650371043,4.430468240351675,4914.19,9646.747
6059451775193678976,186.09491517124732,0.6624167,-58.24932121359662,0.6668076,-0.5193588792218433,0.97408605,-4.818813175211985,1.1699219728387136,20.618082,1.383585,0.69807243,0.68551254,,,NOT_AVAILABLE,299.3675428933981,4.435043427768768,4974.1484,7793.0986
6059451775193895040,186.06817788562793,1.1349827,-58.25542470756986,0.66311127,1.608809987359196,1.3916489,-1.8375026999761879,2.6512666897040216,20.753508,1.3232155,0.56814194,0.75507355,,,NOT_AVAILABLE,299.35415559730137,4.427491736570528,3794.8657,9203.798
6059451775193990656,186.08339632724577,1.2055928,-58.25274590008922,1.0854174,0.7336675367287024,1.6386362,-8.408798005186942,0.12322010638499037,20.874956,1.5529442,0.73605156,0.8168926,,,NOT_AVAILABLE,299.36185874240863,4.430999905726057,3980.8347,7213.8726
