source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmdec,phot_g_mean_mag,bp_rp,bp_g,g_rp,radial_velocity,phot_variable_flag,l,b,teff_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot,r_med_geo,r_med_photogeo
5616523789481917824,109.7495950747731,1.9067605,-25.047577278449577,2.377276,,,,,18.049925,2.4659176,0.8595638,1.6063538,,NOT_AVAILABLE,238.29446867856842,-5.5274755235243935,,,,,,,
5616522720028390912,109.63319961978789,0.13957556,-25.081871871651934,0.2034333,-0.23879722878003282,0.26299635,-1.6596097823033775,2.989057531293925,19.425678,1.6134377,0.6995506,0.913887,,NOT_AVAILABLE,238.27632415338775,-5.636866734519466,,,,,,7060.75,2722.433
5616522720028411008,109.63150268630808,0.08147688,-25.078349647537394,0.12041066,1.1122853117826226,0.15263024,-2.5142836579562267,-2.2304069406245497,18.71432,2.4031258,1.3255081,1.0776176,,NOT_AVAILABLE,238.2724709956497,-5.636612461093179,3441.35,486.0098,0.4365,0.2915,0.1756,925.6882,797.42847
5616522720028424448,109.63774464386066,0.13423799,-25.078477609815753,0.2008308,-0.1024524097685528,0.24625936,-1.049962048791172,1.3488320347949172,19.454023,1.023695,0.44479942,0.57889557,,NOT_AVAILABLE,238.27519684562614,-5.631650605413865,,,,,,6969.186,6829.3955
5616522720028438528,109.63950548170777,0.053639986,-25.072984135598873,0.08023017,0.06857802322636494,0.099585034,-0.5542908033321351,0.7164835874297111,18.010696,1.0211716,0.44579315,0.5753784,,NOT_AVAILABLE,238.27103152248154,-5.627708659804814,5148.4736,1750.0889,0.0718,0.0585,0.0322,5639.428,4725.975
5616522720028438656,109.63908369406154,0.09407927,-25.074246815411577,0.14225484,0.0476137010715604,0.17450954,-1.0442704128691933,3.106784865040182,18.949688,1.0912571,0.5074482,0.5838089,,NOT_AVAILABLE,238.27198177550946,-5.628628452784364,4934.7344,2246.8418,0.0112,0.009,0.0049,4573.197,5610.0522
5616522720028442240,109.62807323922264,0.09225838,-25.07227263482787,0.13300161,0.469310112733346,0.16901448,-1.9976272990304165,2.2695315684991386,18.942995,1.1418762,0.5096111,0.6322651,,NOT_AVAILABLE,238.26561306543095,-5.636577443076019,4714.692,1718.1664,0.0254,0.02,0.0109,2407.1772,4193.866
5616522720028463872,109.63509433257984,0.10073268,-25.069083119659165,0.14427583,0.39985341854856543,0.18288606,-0.22909095963169382,2.693235070138326,19.017815,1.1393452,0.5411453,0.59819984,,NOT_AVAILABLE,238.26570460230988,-5.629463421490415,,,,,,3061.7502,4473.524
5616522724330775424,109.63524924666865,0.14787379,-25.076636815754995,0.21227689,2.8135891114734037,0.28055567,21.2996471935469,-18.531765592722493,19.461533,1.9066029,0.3673439,1.539259,,NOT_AVAILABLE,238.2725100697378,-5.63281148867819,,,,,,368.18234,372.4026
5616522724330779776,109.63752877994006,0.5374791,-25.081758354674324,1.0330752,0.07479912983595283,1.3307939,0.5646842383915331,0.6634893062278252,20.818502,1.0349293,0.46749878,0.5674305,,NOT_AVAILABLE,238.27803414311964,-5.633332509593055,,,,,,2999.9128,11327.764
