source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmdec,phot_g_mean_mag,bp_rp,bp_g,g_rp,radial_velocity,phot_variable_flag,l,b,teff_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot,r_med_geo,r_med_photogeo
511732197835138688,28.541028303379182,3.2212062,62.285026154005834,4.910381,,,,,21.025785,2.2065182,1.1127319,1.0937862,,NOT_AVAILABLE,130.15348057078114,0.2959981045623028,,,,,,,
511733675303822208,28.56647234489407,0.81005365,62.29714140714633,0.8884591,,,,,20.807232,2.304945,0.7878666,1.5170784,,NOT_AVAILABLE,130.16204694428612,0.31060530849775414,,,,,,,
511733675303822464,28.564785561181406,2.8831327,62.29858409424343,2.0992272,,,,,21.171925,1.2688065,0.10840225,1.1604042,,NOT_AVAILABLE,130.16093830069497,0.31181657768831,,,,,,,
511737416229014912,28.457455496546018,1.4314163,62.39541717156781,1.6671934,,,,,21.10838,1.3345032,0.57118607,0.7633171,,NOT_AVAILABLE,130.08932986038235,0.39385592322637397,,,,,,,
511737416229015168,28.4589257270963,0.0841392,62.3917035216196,0.09195094,0.8721982500097392,0.13950916,6.505992388213576,-2.485441422898269,18.369528,,,,,NOT_AVAILABLE,130.09088015400394,0.39041324029924723,,,,,,1218.9205,
511734121986570112,28.560725770310654,0.0254418,62.34847808007395,0.02901247,0.3667990516628413,0.04515786,-0.9391715145199322,-0.18543610206937217,16.42859,1.2551203,0.54302216,0.7120981,,NOT_AVAILABLE,130.14708922573067,0.3597871452221767,,,,,,2641.0896,2448.8037
511734121986572928,28.556421407992737,0.09337714,62.34621520799435,0.09096305,0.2610520482382538,0.16065475,-1.1906710424749682,-0.24318656152105614,18.142515,,,,,NOT_AVAILABLE,130.14569524379857,0.35710978080179023,,,,,,4069.2192,
511736969543007104,28.456826312725934,0.039161935,62.35179719185862,0.04196956,0.21496816473652358,0.0685364,-0.22504137441174435,-0.31039005205599135,17.1733,1.5617428,0.72317886,0.8385639,,NOT_AVAILABLE,130.09948529878244,0.351433533041626,,,,,,4264.346,3297.3977
511737622378305280,28.57616698580633,0.058517966,62.41560877291683,0.06778585,-0.1199107983361326,0.09904786,-2.278987389565204,-0.12704745403844708,17.954695,1.7648201,0.7956085,0.9692116,,NOT_AVAILABLE,130.13785966978637,0.4266645567268042,,,,,,8433.896,6532.4893
511731098329707520,28.65520036837054,0.045072906,62.246981046775566,0.044245906,0.4287261054524293,0.07121973,-0.13228664022763859,-2.5608830189682887,17.312416,1.3529854,0.6081295,0.7448559,,NOT_AVAILABLE,130.2142262946998,0.2719049578966861,5576.3413,1197.0607,1.2111,0.971,0.5356,2332.4734,2384.8157
511731197106607232,28.566881190443674,0.2157337,62.237593684224876,0.2229194,0.09352431633401817,0.34505466,-0.6114873807399298,-0.2056299039170609,19.784164,2.3219013,1.201622,1.1202793,,NOT_AVAILABLE,130.1765793006863,0.25285772635397596,,,,,,5479.8516,6247.9546
511731197116235264,28.569912215878517,0.18937357,62.233233568426854,0.19505806,0.2568755640718207,0.3077444,-0.7381643312598231,0.6929730100665926,19.489822,1.7948151,0.74396515,1.0508499,,NOT_AVAILABLE,130.1790003333468,0.24896632701681168,,,,,,3561.988,3496.1333
511731201408939008,28.572873293273748,0.017152792,62.234319861740964,0.017356105,0.3192221345900716,0.027365357,-1.2504317004513061,-0.3468007230131871,15.414772,0.9221239,0.36891842,0.5532055,,NOT_AVAILABLE,130.18007733338797,0.250353065309368,9305.991,4887.255,1.9072,1.7005,0.9204,2954.8784,2815.0703
511731201412357248,28.565169816094944,0.6169214,62.23426841426581,0.6619576,1.975413370307787,1.1029263,-0.9730378798395252,0.07326872776949844,20.644558,1.8164616,0.7935524,1.0229092,,NOT_AVAILABLE,130.17660673432994,0.2494383381533108,,,,,,4423.981,4923.9863
511731231466343296,28.596081275307395,0.35024714,62.23523570489997,0.34495038,-0.26746231606991633,0.57191724,-1.107585775114794,1.4450813469533093,20.266384,1.7269554,0.8434658,0.8834896,,NOT_AVAILABLE,130.1903487320617,0.2538496625419441,,,,,,4808.2725,4840.2285
511731231466346240,28.583223395252347,0.20598936,62.23711882537148,0.21232282,0.15534201365951855,0.3339715,-0.8489709699311563,-0.6747199260623526,19.724,1.7840004,0.8877983,0.8962021,,NOT_AVAILABLE,130.1840817069251,0.2542319556789443,,,,,,4288.385,3895.25
511731231466351232,28.598357177292748,0.1593161,62.23853633489838,0.16319396,-0.20108998593415706,0.26114368,-1.7533594083141255,0.23915292714535824,19.333727,1.7068157,0.8479214,0.85889435,,NOT_AVAILABLE,130.1905807705756,0.2573085993807143,,,,,,7308.611,4574.1274
511731231466376832,28.582073654204965,0.2679831,62.247979476328396,0.2695707,0.4209825154812475,0.4490954,-1.4328658377055508,-0.3907967390745684,20.071165,1.9015598,0.9775696,0.92399025,,NOT_AVAILABLE,130.18094264044018,0.2646428600253358,,,,,,3296.7024,3151.1384
511731231468078336,28.591832393863044,0.35495463,62.234964438990744,0.3819838,1.2905473138186045,0.60168827,-0.5500946739425396,-0.6942678766588257,20.355007,1.6581345,0.771965,0.88616943,,NOT_AVAILABLE,130.1884933768724,0.25310870901496296,,,,,,5983.259,5570.2666
511731231476002048,28.58311518313224,0.3889468,62.23648068799561,0.41064632,0.9516108018227453,0.64602166,-1.2585601559633914,0.4246565191802955,20.49927,2.2358532,1.2666454,0.96920776,,NOT_AVAILABLE,130.1841866997839,0.25360049949516544,,,,,,4405.0156,2293.969
511731231476012672,28.59453087892503,1.4365246,62.235608851914,1.2440562,,,,,20.959293,3.898367,2.563778,1.334589,,NOT_AVAILABLE,130.18955777604367,0.254037451269152,,,,,,,
511731231476081408,28.575130969378502,0.11518387,62.246010115692776,0.121723115,0.3053417837688614,0.19284552,-4.297002167313724,2.029293673930682,18.912563,1.7871914,0.87490845,0.91228294,,NOT_AVAILABLE,130.17827991328807,0.2619520799144608,3874.0974,840.9175,0.429,0.3063,0.1652,4019.5054,3274.821
511731235762519808,28.572830021943822,1.8407445,62.24090884915983,3.4450407,,,,,20.99301,1.4981003,0.78400993,0.71409035,,NOT_AVAILABLE,130.17846958928646,0.2567429300181715,,,,,,,
511731235768670464,28.58052519517012,0.062729634,62.240410591076454,0.06454331,0.5860201294111274,0.101603225,1.4031877794107057,-1.3008672812167945,17.923944,1.6616783,0.8051338,0.8565445,,NOT_AVAILABLE,130.18206812384554,0.25712346131810054,4725.705,857.7276,1.3065,0.9879,0.5369,1710.6008,1817.6482
511731235768676352,28.581840352859704,0.22663996,62.23541079328905,0.23444135,0.4238763048000187,0.37157804,-0.9110240392214071,0.7476072527887416,19.868225,1.8914528,1.0081158,0.883337,,NOT_AVAILABLE,130.18386840491695,0.25241896226163557,,,,,,4311.889,3375.7927
511731235772095744,28.581599030385938,0.49352816,62.24588641816464,0.5456413,-0.158952642705921,0.835875,-1.5322926000191954,1.6695762774208134,20.587065,1.7846432,0.8339577,0.9506855,,NOT_AVAILABLE,130.18123293156756,0.26255828030510353,,,,,,4127.7075,4793.9272
511731265826090752,28.620722293210925,0.27728572,62.237731812134896,0.28615078,1.5788147390910654,0.45392466,-1.280796782336141,0.27906943284930996,20.182615,1.6642685,0.8034134,0.8608551,,NOT_AVAILABLE,130.200884289034,0.25904461730056894,,,,,,1030.5225,4887.4966
511731265826090880,28.606165844263725,0.2585463,62.23843288843048,0.26286814,-0.43698661938260136,0.42149267,-1.3670837499380752,1.0525042012647112,19.953575,1.8302822,0.86269,0.96759224,,NOT_AVAILABLE,130.19413536915084,0.2580865050460359,,,,,,5912.7725,4453.462
511731265826106624,28.62713616870187,0.22518644,62.24295924539057,0.22644925,0.21424265326911443,0.35084364,0.6413803852806944,-2.390300030777209,19.870682,1.8795929,0.9727154,0.9068775,,NOT_AVAILABLE,130.2025190325418,0.2648392689492749,,,,,,3853.2864,3356.802
511731265826106880,28.62283769053284,0.124692395,62.24312192356462,0.13283472,0.4121209131484438,0.20902029,-0.41395127239402535,-0.8636548975010737,19.057917,1.8549042,0.9140949,0.94080925,,NOT_AVAILABLE,130.20053718837923,0.264513034507445,,,,,,3425.7659,2521.733
