source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmdec,phot_g_mean_mag,bp_rp,bp_g,g_rp,radial_velocity,phot_variable_flag,l,b,teff_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot,r_med_geo,r_med_photogeo
5602046927895846912,118.12610255119266,0.10596664,-26.274800076516755,0.15272081,0.0984864820855382,0.18840691,-0.3827130376556672,-0.8437377395190879,18.918455,1.8112183,0.892313,0.91890526,,NOT_AVAILABLE,243.04146630267675,0.4743097911305755,4279.243,695.2625,1.1746,0.8579,0.4667,5068.689,6463.504
5602046927895862144,118.12383766356199,0.05616782,-26.27010903312695,0.0823811,-0.033463467018235146,0.10135997,-1.897589871554053,0.6292470116215205,17.933353,2.3726368,1.2843208,1.088316,,NOT_AVAILABLE,243.0363972341671,0.47497073366788944,9048.053,1684.6412,5.2628,4.1293,2.2916,7179.0415,9497.543
5602046927895871360,118.12767085440215,0.08517221,-26.267114000310492,0.12349405,0.3268312338109306,0.15405333,-2.2928828373461156,4.675617717625004,18.735485,1.5166359,0.6932697,0.82336617,,NOT_AVAILABLE,243.03558769734335,0.4794574004299166,4068.7751,736.5262,0.0028,0.0021,0.0011,3701.638,2732.1875
5602046927895876992,118.12259680905319,0.15758944,-26.26579466858188,0.23493436,-0.08328012271749945,0.31047326,-0.6794542814719293,1.989523551216826,19.635258,1.6820583,0.82870865,0.8533497,,NOT_AVAILABLE,243.03212228814306,0.4762269085271354,,,,,,4571.5166,2721.734
5602046927895890048,118.12375911168033,0.16966487,-26.26142665063537,0.23478846,-0.021729262234619767,0.30879825,-1.2768213078556732,2.688017239085313,19.67301,1.4184532,0.68772316,0.73073006,,NOT_AVAILABLE,243.02890599388118,0.4793609431046578,,,,,,5560.876,4253.525
5602046927895901440,118.12295324050851,0.07834626,-26.25833814007336,0.11178498,0.16968025577424364,0.13875856,-1.5978497896189667,2.199395665428849,18.585022,1.3083496,0.59034157,0.71800804,,NOT_AVAILABLE,243.02588355966716,0.4803236104266775,5967.5024,2359.2212,1.3389,1.0896,0.6067,4425.533,3617.0752
5602046932197500928,118.12788441000875,0.2344577,-26.265462675837913,0.33315945,0.30929958933154056,0.42911616,-2.320806315952506,2.976360739293158,20.115494,1.8536053,0.89058685,0.9630184,,NOT_AVAILABLE,243.0342679893496,0.48046836028756446,,,,,,5224.0034,2719.5845
5602046932197506432,118.12646909716771,0.22998235,-26.266910097244875,0.33511785,0.4334466056850499,0.42693654,-1.8981343970197673,0.6385076437379154,20.056858,2.048792,0.9877777,1.0610142,,NOT_AVAILABLE,243.03486015147135,0.4786366365988173,,,,,,4212.845,2020.5162
5602046932197510528,118.1225436154921,0.25949204,-26.26505387796486,0.384385,0.5528023433581265,0.48934126,-2.5170795593931046,3.8713829697696243,20.25846,1.5344143,0.8025265,0.7318878,,NOT_AVAILABLE,243.03146175170139,0.4765656827078068,,,,,,3128.4907,4369.689
5602046932197520384,118.1219456847475,0.06765845,-26.270757093231406,0.1060982,0.4967837616303272,0.12954132,1.4556028536134735,2.576084414388431,18.363173,1.2846279,0.49635696,0.78827095,,NOT_AVAILABLE,243.03608399307987,0.47318182232445793,4409.3506,1032.8094,0.1011,0.0773,0.0416,2444.2146,2660.1448
