source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmdec,phot_g_mean_mag,bp_rp,bp_g,g_rp,radial_velocity,phot_variable_flag,l,b,teff_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot,r_med_geo,r_med_photogeo
5620281503604724736,111.41609308521724,0.16475433,-21.03188979066755,0.22883964,-0.023721049874420922,0.32259092,-1.4713071609978032,-0.45058366236452807,19.466806,1.9822083,1.0569,0.9253082,,NOT_AVAILABLE,235.45387747548895,-2.295321488166222,,,,,,4669.813,2222.6833
5620281572324221312,111.41062429270944,0.057898358,-21.028519419883224,0.076813534,-0.06629680683695663,0.10853127,0.03423165977916526,-1.6250999672992943,18.03743,1.8111877,0.90049934,0.9106884,,NOT_AVAILABLE,235.44848756408254,-2.2982216734277805,4625.993,1376.7186,1.5183,1.1363,0.6213,8531.534,14197.896
5620281572324228608,111.41483215528102,0.048524763,-21.02685422957256,0.06499003,-0.04878870893739547,0.089426786,-0.7902288989818549,1.747606455368372,17.767624,1.3106594,0.5637665,0.7468929,,NOT_AVAILABLE,235.44888090497136,-2.2939737543342504,5265.254,1254.2163,0.8903,0.7094,0.3909,7812.7217,5935.216
5620281572324249728,111.41305632386911,0.20426196,-21.02209151300499,0.2778278,0.5632668179563324,0.39601097,-1.4639005082304417,1.824441141632344,19.823816,1.689743,0.8684883,0.82125473,,NOT_AVAILABLE,235.4438970651714,-2.293178606398579,,,,,,3528.1113,3898.9604
5620281572324273536,111.41237455058759,0.11661757,-21.01692907665204,0.16602181,0.2866140691091768,0.22804548,-0.7009785709791578,1.6207434535151433,19.172054,1.2235298,0.54964256,0.67388725,,NOT_AVAILABLE,235.43904479898382,-2.2912947433014446,,,,,,4524.236,6032.437
5620281576625090048,111.40979508377625,0.17893885,-21.016491183690597,0.25649363,0.48535536646256905,0.34584293,-0.6205115505075364,1.1952558581320065,19.767036,1.4983273,0.719635,0.77869225,,NOT_AVAILABLE,235.43751777532304,-2.293208252461498,,,,,,6423.557,4589.2188
5620281576625713536,111.4094052492618,0.34862858,-21.015649148635354,0.49120614,0.8187039380000298,0.7021782,-0.2576629227660988,1.1437353314792578,20.431381,1.4321518,0.68631744,0.74583435,,NOT_AVAILABLE,235.43660307421803,-2.2931300884549706,,,,,,3424.2136,7322.445
5620281576626057472,111.4156222412035,0.8722696,-21.016052167094024,0.99254096,2.287658418519541,1.6487455,0.20052746826107423,2.231279288503602,20.869778,1.1611042,0.33533478,0.8257694,,NOT_AVAILABLE,235.4397084611093,-2.2882092775092624,,,,,,3766.274,10728.053
5620281576626057728,111.40765914789152,4.6956773,-21.01643441038722,5.444979,,,,,21.281544,1.5290012,0.01309967,1.5159016,,NOT_AVAILABLE,235.43652292579804,-2.2949375624252917,,,,,,,
5620281576626058624,111.40583091850938,0.9620448,-21.0234254327868,1.2745317,0.33505741977039427,1.9025779,1.2043462602441546,-1.7686536479523154,20.904898,1.157402,0.44823456,0.7091675,,NOT_AVAILABLE,235.44187699639508,-2.2997507494494247,,,,,,4343.735,10735.847
5620281576626058880,111.41466297283564,0.8364912,-21.026397581769682,0.92485917,-1.1287428700027888,1.2511798,1.0387092885773948,3.2865621408148336,20.726917,,,,,NOT_AVAILABLE,235.4484035365378,-2.2938966211454668,,,,,,5237.3643,
5620281576632259072,111.41259581452788,0.031470954,-21.024079888781113,0.041643992,0.11132330931520311,0.056577533,-1.0552909414789615,2.0577191166654605,17.00023,0.85377693,0.35046768,0.50330925,,NOT_AVAILABLE,235.44544612270735,-2.2944987121292897,,,,,,6876.591,5380.48
5620281576634111360,111.41037777738178,0.28874338,-21.017386126142323,0.38874424,-0.027820253046463683,0.5366204,1.5822244764336664,3.9528717331384966,18.540253,1.7329865,0.5995312,1.1334553,,NOT_AVAILABLE,235.43856442309362,-2.2931529016344734,,,,,,5824.956,3123.3257
5620282328238504320,111.40285592201529,0.10004101,-21.020295871424103,0.13080789,0.48525257818499196,0.1811732,0.7010366610029916,1.7957040172536511,18.912916,1.3854694,0.64092255,0.7445469,,NOT_AVAILABLE,235.43780236026942,-2.3007150739044278,4312.8247,833.6437,0.0152,0.0115,0.0063,2755.3242,3635.837
5620282328238525824,111.3964529593708,0.04082189,-21.015380621287385,0.053165756,0.08630471026596208,0.0729557,-1.0309843987809533,2.2836929975476616,17.419342,1.2726555,0.5697155,0.70294,,NOT_AVAILABLE,235.43063739150602,-2.303652737260214,5507.0786,1261.255,0.9677,0.7795,0.4289,7003.5854,4962.2886
5620282328238543360,111.41024010095542,0.38641882,-21.01209852142857,0.53907424,-1.2894457438857425,0.78088087,0.08887438802760306,2.747088816087627,20.552,1.4983768,0.70111275,0.7972641,,NOT_AVAILABLE,235.43384247140614,-2.2907624805575475,,,,,,6255.94,6526.374
5620282328238547328,111.40411295516977,0.05862933,-21.011513771132236,0.078272864,0.0955670846952468,0.10490589,-3.711654350350507,0.7501538090963387,18.097727,1.1999817,0.52682304,0.67315865,,NOT_AVAILABLE,235.43061669260396,-2.2955236005605095,4792.825,1213.5537,0.1557,0.1231,0.0671,6453.194,5003.8965
5620282328238552064,111.39789061410784,0.08034372,-21.012396818760138,0.108042315,-0.060972857520327564,0.14731498,-0.5753532879454,1.8955130453246762,18.601107,1.3787575,0.68260765,0.6961498,,NOT_AVAILABLE,235.42864288837336,-2.3010580253530573,4482.6274,988.3748,0.2287,0.1758,0.0959,6996.1,5517.3467
