,index,ra,dec,parallax,pmra,pmdec,phot_g_mean_mag,bp_rp,bp_g,g_rp,r_med_geo,MST_cluster,cluster num.,prob,mass,ruwe,rv_template_fe_h,has_epoch_rv,teff_gspphot,distance_gspphot,radial_velocity,azero_gspphot,ag_gspphot,ebpminrp_gspphot,source_id.1,r_med_photogeo,logg_gspphot,logg_gspspec,mh_gspphot,mg_gspphot,mh_gspspec,alphafe_gspspec,fem_gspspec,Gmg,L
313,389,83.0425330604966,9.90032202417914,2.521786768561324,1.5098132042007966,-2.297834607212238,16.627447,3.0083046,1.7514534,1.2568512,391.1376,1,0,0.999905331134277,1.0,1.005232,,False,3474.531,376.1122,,1.3161,0.8288,0.5626,3338166956047633792,388.62216,4.2565,,0.1398,7.8741,,,,8.635988808583758,0.03003339835968805
314,390,83.02769260614474,9.899467071294456,2.4830043466181118,1.6089071582701922,-2.1039382039052934,12.2964,1.0686693,0.45065784,0.6180115,399.05627,1,0,0.9999738159683599,2.0,0.99939114,-0.75,False,5648.4067,394.4748,26.35932,0.5163,0.4216,0.2259,3338166986111279232,399.51068,4.0255,5.05,-0.2574,3.8573,-3.53,0.52,,4.271287399042674,1.6729580090437728
315,393,83.02586011385165,9.934896461286824,2.6145037555294555,1.78313056813255,-2.1962014416546563,17.532545,3.1044655,1.8159637,1.2885017,376.72946,1,0,0.9999995986935842,1.0,1.0136367,,False,3436.8284,288.0875,,1.3549,0.8403,0.5906,3338167677602132992,387.14337,4.7249,,0.3936,9.3293,,,,9.619491349980308,0.012139574368807495
316,395,82.76103523208853,9.791227078056725,2.467084872174802,0.6399805969725921,-1.8025588249530635,15.10695,2.0033026,0.98151684,1.0217857,397.62766,1,1,0.9411653620872998,1.0,1.0031817,-0.25,False,4679.302,394.4139,152.57423,2.1253,1.5656,0.8563,3338170426381339648,397.30984,4.2361,,-0.9701,5.5281,,,,7.0678704513059145,0.12730686380987297
317,396,82.76146101102412,9.791872282199837,2.4428792309188263,0.2084504036445081,-1.6953411422642164,15.748737,2.5740814,1.380764,1.1933174,400.9976,1,1,0.9987468230970871,1.0,1.3003092,,False,3528.9119,339.3516,,1.0481,0.6858,0.432,3338170460741076992,399.41223,4.0034,,-0.4156,7.3361,,,,7.688246986029707,0.07189541676585139
318,398,82.77496419576465,9.87702260120926,2.6550808432698565,1.7361909106079707,-2.2960852125788804,18.030088,3.1644115,1.8318176,1.3325939,372.72577,1,0,0.9999999463217565,1.0,1.0287583,,False,3235.5847,281.065,,0.8284,0.5039,0.3698,3338172208791896960,371.68866,4.8193,,0.398,10.2215,,,,10.150476746205088,0.007444050342667909
319,400,82.89599826219106,9.92979269193722,2.3495953399528697,0.3861906661307464,-1.900461404115661,17.318193,3.2415047,1.9261189,1.3153858,417.6081,1,1,0.9952284468232664,1.0,0.951098,,False,3474.5176,469.0886,,1.6229,0.9935,0.7149,3338174137233545600,416.16318,4.2204,,0.385,7.8919,,,,9.173158360809246,0.01831203693693698
320,401,82.40603368453372,10.729117838482995,2.51898707438078,0.3404331648639385,-2.619615805862036,11.894324,0.73254585,0.2840519,0.44849396,388.7688,1,0,0.9952798181338279,3.0,1.1297961,0.0,False,6291.8423,385.1317,-1.6268712,0.1816,0.1556,0.0839,3339050997755686528,390.12454,4.2357,4.02,-0.3638,3.7855,-0.02,0.22,,3.9004536950937707,2.3540653882764677
321,402,82.79834650092076,9.912857551448672,2.6079002723811,1.391229335907447,-1.8871425517108396,14.626854,2.1678152,1.1118155,1.0559998,376.40817,1,0,0.9996963432858071,1.0,2.1244478,-1.5,False,4009.8,317.8131,66.346466,1.0294,0.7146,0.4097,3338176714213405568,378.4508,4.1298,,0.4098,6.4131,,,,6.708308898522778,0.17728681610605918
322,405,82.80250562147576,10.025446563394938,2.5605741126369765,1.4783501154118834,-2.1825859331232618,16.337406,2.4802628,1.3318996,1.1483631,384.5121,1,0,0.999980651269919,1.0,1.0470866,,False,,,,,,,3338178775797663872,385.1491,,,,,,,,8.379092752333175,0.03805072176223561
323,406,82.38829103425904,10.815090867258524,2.473026901859914,1.5152572249519152,-1.9853178537471048,16.677378,2.7290773,1.5156059,1.2134714,397.0011,1,0,0.9999999952436185,1.0,1.0485564,,False,3442.5103,422.4268,,1.065,0.6861,0.4446,3339055052204800000,407.58902,4.0662,,-0.4017,7.7808,,,,8.643522203451791,0.02982573251129933
324,408,82.96721882491632,10.062405282872184,2.3735099594414155,1.5700591343263937,-2.0631647567769185,16.51035,2.8930264,1.6470261,1.2460003,411.55872,1,0,0.9999771343138144,1.0,1.0769286,,False,3488.2246,429.5259,,1.2593,0.8013,0.5322,3338185471649933952,413.92944,4.1111,,0.0667,7.4955,,,,8.387305291966385,0.0377639908047547
325,409,83.29836180425002,9.984090598486064,2.4595954411871386,1.7518007611611306,-2.0983396225970186,18.025717,3.2304535,1.9224262,1.3080273,401.18204,1,0,0.999982869499668,1.0,1.0068823,,False,3322.6592,395.9452,,1.2555,0.7649,0.5566,3338189014999547136,402.2312,4.5869,,0.3644,9.2124,,,,9.980035397084421,0.008709351953340348
326,411,83.44964336813194,10.027679159730637,2.6504923435976533,1.1235486339615512,-2.0843872024530743,18.758442,3.2191448,1.8404617,1.3786831,386.85034,1,1,0.6911063230330838,1.0,1.0118906,,False,,,,,,,3338190492468560512,362.1719,,,,,,,,10.875074770150288,0.0038191796882755653
327,412,83.34156835039093,10.033869032747406,2.405632969633959,0.7886242649189406,-1.965478354283128,17.601019,3.345749,2.0312557,1.3144932,411.102,1,1,0.9617655185885259,1.0,0.9899677,,False,3484.3318,501.6726,,1.7123,1.0498,0.7507,3338191244085944064,405.98276,4.2913,,0.3851,7.9719,,,,9.507165836087472,0.013462746417771359
328,413,81.94870542065887,10.556020606769104,2.36470542801008,-0.0492298190201543,-1.601318955994532,17.324495,3.351018,2.016121,1.334897,415.36133,1,1,0.9997916937059013,1.0,1.0300243,,False,,,,,,,3339067898450772096,417.2595,,,,,,,,9.193380241315,0.017974131035598
329,414,83.20727373370053,10.038207198142082,2.469386050438082,1.299205495847552,-1.7319551871379577,16.082167,2.5122728,1.358736,1.1535368,396.1431,1,0,0.9852482709338134,1.0,0.9700796,,False,3549.5303,373.1875,,1.0081,0.6665,0.4104,3338193309966854016,398.42715,4.0619,,-0.5607,7.4935,,,,8.045111952431668,0.05175534632263779
330,415,83.56576896416583,10.115145533139582,2.530612398194916,0.8646347826320204,-2.1310264003971207,17.116268,3.3983746,2.058239,1.3401356,385.5427,1,1,0.9763777058693385,1.0,1.0599167,,False,3432.7083,330.9288,,1.7198,1.0456,0.7594,3338197158257801088,387.37897,4.4061,,0.4255,8.379,,,,9.13239615720994,0.01901260112962228
331,417,83.54326380763297,10.21676137489674,2.5368420498530457,0.82060810231882,-1.7193507412197369,16.50173,3.2302418,1.9148903,1.3153515,389.19305,1,1,0.988665298261775,1.0,1.1004705,,False,3485.2385,327.7392,,1.5377,0.9447,0.6796,3338200216274107392,387.9879,4.2457,,0.3942,7.886,,,,8.523197139000452,0.03332123921327613
332,419,82.0772504918245,10.795705165278466,2.652291982592593,1.545603597840362,-1.81295702662449,18.365595,3.584896,2.1879807,1.3969154,377.7234,1,0,0.999999999773217,1.0,1.0169888,,False,,,,,,,3339078206372620928,356.3182,,,,,,,,10.4837016624809,0.005476704829830776
333,420,85.30293030506458,8.9102612780891,2.41181960533444,0.9457538919201262,-2.998064055289736,14.814393,2.4239655,1.2973719,1.1265936,406.11563,1,1,0.9991358211214819,1.0,1.404263,-0.25,False,,,13.3455105,,,,3336130145117285760,404.62988,,,,,,,,6.726117105778231,0.17440268134612077
334,421,85.24576351716054,8.938566857124732,2.506551168918541,1.6441909922304072,-2.326683791840955,17.03321,3.017807,1.7494259,1.2683811,390.3203,1,1,0.9842992924118572,1.0,0.9749239,,False,3425.4775,449.2852,,1.1806,0.7364,0.5142,3336131107189964800,391.5819,4.2297,,0.173,7.9797,,,,9.02859287379412,0.0209200563729001
335,423,85.28945993138237,8.95102881291712,2.304063079595182,1.6129808549360392,-2.278011569262723,18.04638,3.3774471,2.0412197,1.3362274,431.63913,1,1,0.9436025432764443,1.0,0.958536,,False,,,,,,,3336131205971427072,459.90607,,,,,,,,9.858851824157563,0.009737764568672725
336,424,83.42616307758365,10.282563977849511,2.424168213837524,0.8172983652601064,-1.8445098002249596,16.154648,2.7111168,1.503912,1.2072048,403.98306,1,1,0.9620192944911405,1.0,0.95502186,,False,3580.9597,374.6359,,1.1336,0.7344,0.4735,3338204545601151488,403.0294,4.2336,,0.0965,7.5087,,,,8.077461761891058,0.05023602816365806
337,425,83.22783363224052,10.145109768753166,2.4678973511957545,1.862829151488994,-1.8909129252065435,16.510323,2.7093048,1.5072536,1.2020512,398.90118,1,0,0.9999992000450799,1.0,1.0395312,,False,3466.4795,397.1894,,1.0719,0.6938,0.4453,3338207534899205888,396.95862,4.0838,,-0.4297,7.7548,,,,8.471958459268818,0.034931450223001835
338,427,83.0092406321666,10.234082711306208,2.5698395727343475,0.5607300546626304,-1.7816205973144223,16.105848,2.561163,1.3749123,1.1862507,382.62585,1,1,0.997179925360962,1.0,1.0729502,,False,,,,,,,3338211280110010368,382.02036,,,,,,,,8.155378062471842,0.046757230033274325
339,428,85.36150712299298,9.06832081435192,2.5034022582319406,1.6530055636187198,-2.3038847861460816,17.084066,2.989705,1.724802,1.2649031,392.18237,1,1,0.9927257110391822,1.0,0.971252,,False,3067.7317,320.038,,0.776,0.4775,0.3224,3336139662764765312,391.8892,3.8623,,-0.5025,9.0527,,,,9.076719198288814,0.020013005774593282
340,429,83.35010634094986,10.331510632274725,2.443468816095881,1.2580112775207606,-1.9616826767198237,13.8503,1.6276484,0.7613611,0.86628723,402.54495,1,0,0.9543181062343923,1.0,1.0699961,-2.0,False,4765.0107,378.258,-10.812876,1.2227,0.9302,0.5027,3338217430503042432,402.40967,4.1552,,-0.5849,5.0072,,,,5.790334004351337,0.4129204559873457
341,431,83.22925613999429,10.351711327436304,2.6230499848077886,0.6543691161130639,-1.7600449376595957,16.428574,2.7622633,1.5065937,1.2556696,375.0982,1,1,0.997380796826793,1.0,0.9956511,,False,,,,,,,3338219732605537664,374.49234,,,,,,,,8.522606832897186,0.03333936063070401
342,432,85.5611803719521,9.149855924805737,2.5427689093325445,1.6466990498566028,-2.49736824626622,17.160292,3.1648426,1.871994,1.2928486,389.2439,1,1,0.9992301996176978,1.0,0.9783757,,False,,,,,,,3336141346391879936,383.8442,,,,,,,,9.186826463163138,0.018082955549196703
343,433,85.37306484022882,9.122320877977176,2.476747871153138,1.3462113849708044,-2.631007820413675,13.004601,1.507597,0.6910963,0.81650066,398.92297,1,1,0.9994060040323336,1.0,1.1514194,,False,5818.197,402.2239,,1.7598,1.4008,0.7714,3336143197519784064,398.63348,3.903,,-0.9073,3.5665,,,,4.974009991871254,0.875781976576036
344,434,85.37431863430518,9.122289907934604,2.716836808213669,1.1776779797521797,-2.57084521597253,17.623005,3.2445927,1.7615452,1.4830475,361.82834,1,1,0.999937480908193,1.0,1.0514115,,False,,,,,,,3336143197522028928,373.72452,,,,,,,,9.793322762533288,0.010343580410581225
345,435,83.3176599739009,10.46467751196648,2.4225587038929337,0.7442329354158035,-1.8637168559698587,15.234168,2.2707586,1.1965876,1.0741711,404.52487,1,1,0.9642363489087212,1.0,1.1163362,,False,5634.043,399.566,,3.3052,2.4797,1.3986,3338222618823510016,402.68655,4.2976,,-4.0246,4.6557,,,,7.155539548774733,0.11743138431227114
346,436,82.5910841253034,9.927319655188708,2.673802508475401,2.055733924167301,-2.9601629417809,15.117852,2.1904678,1.0948343,1.0956335,367.3381,1,0,1.0,1.0,1.1847903,,False,,,,,,,3338223134220001152,366.05655,,,,,,,,7.253498631969363,0.10730020389163625
347,437,85.31320554595695,9.13380127913533,2.5169318121982465,1.4541058352275376,-2.6866069721246664,16.29943,2.9334707,1.6540394,1.2794313,391.82275,1,1,0.9991290680042464,1.0,1.3970897,,False,,,,,,,3336143820292866304,391.04028,,,,,,,,8.303787249797493,0.0407835569373385
348,438,85.3596033726793,9.173330569244328,2.464742048292706,1.4540962318996733,-2.277626952430928,16.627996,2.8678312,1.6315441,1.2362871,398.3991,1,1,0.9968785073897898,1.0,1.1310742,,False,,,,,,,3336144365751496064,398.12576,,,,,,,,8.586853370875458,0.03142379635658499
349,439,85.36927735207476,9.179509425965648,2.514902776151009,1.586978248236098,-2.346736713226256,15.653145,2.23007,1.143261,1.0868092,390.2877,1,1,0.9973867411793288,1.0,1.0504929,,False,3510.6267,387.3744,,0.2473,0.1657,0.1033,3336144404408411392,393.62207,4.0044,,-0.5698,7.4982,,,,7.655751001438295,0.07407976558712208
350,441,85.34219071197336,9.192759582754794,2.5266426479431683,1.5028240322527049,-2.160735722767991,11.035741,1.0027933,0.4171152,0.5856781,390.4118,1,1,0.9948512909549772,3.0,1.1525661,0.25,False,5180.6963,411.1803,25.618273,0.1121,0.0913,0.0492,3336144644926581120,390.84375,3.4598,,-0.558,2.8671,,,,3.048460112249307,5.159599061648237
351,442,85.35781565288205,9.198337144141396,2.5237017730455538,2.4557251269470344,-2.224255144598373,7.444464,-0.17760849,-0.07537794,-0.10223055,389.3259,1,0,0.9084926659467099,3.0,0.9970882,,False,,,,,,,3336144679286317824,391.34357,,,,,,,,-0.5453458358340253,141.29875470331413
352,443,85.39791859957862,9.183044992122456,2.495132707263276,1.5852882480210644,-2.1701515662774944,16.99915,2.9891615,1.7338161,1.2553453,393.56873,1,1,0.992309031331452,1.0,1.0181338,,False,,,,,,,3336145125962914560,393.29388,,,,,,,,8.98461824578792,0.02178475608517289
353,444,82.74171235652972,10.020916683461012,2.455709443561624,0.2801935940414407,-1.6383496531031068,15.288888,2.1952085,1.1273108,1.0678978,400.45065,1,1,0.9986475495265831,1.0,1.0231527,,False,3650.681,369.2381,,0.5099,0.3445,0.2065,3338225608121079424,401.07367,4.0577,,-0.2687,7.0329,,,,7.23977290167236,0.10866528899144824
354,445,85.43685146048884,9.218381563427366,2.521998101303247,1.676143213516189,-2.413526152350803,14.21237,2.1496887,1.1050863,1.0446024,388.8875,1,1,0.9978798817369201,1.0,1.0415126,-0.25,False,,,20.89388,,,,3336145675718723968,388.6253,,,,,,,,6.221093776383901,0.2776914379984066
355,446,85.48160074354047,9.24301597727879,2.296208635247595,1.7900767507817374,-2.5442264575649927,17.60267,3.5464764,2.1754646,1.3710117,431.24072,1,1,0.9949349474452495,1.0,0.9194054,,False,,,,,,,3336145843220305920,428.4575,,,,,,,,9.407726729213802,0.014753984005563018
356,447,85.37893397544285,9.20227569625908,2.467371324675909,1.6044906081826675,-2.5158913770576783,14.145693,1.6865177,0.80288124,0.8836365,398.42313,1,1,0.9980730729151842,1.0,1.0976311,-2.0,False,,,-42.366264,,,,3336145950596635264,398.7679,,,,,,,,6.106865565694481,0.30849900931754176
357,448,85.4082512885446,9.234152406931935,2.357641836906752,1.5917531772493931,-2.4587788612340264,16.752365,3.1721773,1.8673306,1.3048468,418.0864,1,1,0.9968723002667857,1.0,1.0262642,,False,3515.0486,398.0999,,1.4342,0.8844,0.6367,3336146122395323520,414.64853,4.2201,,0.4323,7.7737,,,,8.614754147837886,0.030626568577138146
358,449,82.70328291999866,10.089362642238257,2.5062234518601643,0.3581004259241886,-1.7028927621556258,15.263099,2.1139069,1.0577555,1.0561514,391.77798,1,1,0.9986351223566307,1.0,1.0348725,,False,,,,,,,3338227119949555456,389.99936,,,,,,,,7.25819794778298,0.10683678755954847
359,451,85.4094773693525,9.272519849619115,2.727751173183078,2.4294672338535404,-1.7520496998576631,15.638536,1.7392597,0.8415413,0.8977184,362.68658,1,0,0.9936558612815545,1.0,1.1215336,,False,4398.2754,403.2602,,0.7577,0.5557,0.2949,3336146912669499008,361.965,4.671,,0.3852,7.0713,,,,7.8175597561644725,0.06382283587552284
360,453,82.24554371754729,10.879176246813891,2.47604200122869,0.1629180616555645,-1.430388143479764,15.300842,2.199417,1.137661,1.0617561,396.5311,1,1,0.9994542665849458,1.0,0.99485725,,False,,,,,,,3339103705594339200,395.15854,,,,,,,,7.269632036851753,0.1057175732324242
361,454,82.8447503791018,10.138005121998487,2.523078221137628,1.5134441185523897,-2.13008218497597,15.197159,2.0915766,1.0660267,1.0255499,390.04654,1,0,0.9999886546342953,1.0,1.0569755,,False,3992.1711,380.9256,,0.9418,0.6593,0.3702,3338232651867367424,390.74246,4.2331,,0.1473,6.6218,,,,7.206812574192798,0.11201468716633245
362,456,85.729818972285,9.246988661529516,2.516141083127625,2.075530713330429,-2.1412151828888057,15.99523,2.613165,1.4359608,1.1772041,390.4747,1,1,0.9764682597580066,1.0,1.0007516,,False,3595.8723,349.5893,,0.9765,0.6389,0.4059,3336155189070384384,390.18735,4.3023,,0.081,7.6115,,,,7.998904944410667,0.05400550385094377
363,458,82.71753584605305,10.246364449352852,2.4679038970799287,1.687114081968739,-2.01172848043876,15.718894,2.6033363,1.4273443,1.175992,396.00793,1,0,0.9999999007394276,1.0,1.1386831,,False,3543.9072,341.5002,,1.0412,0.6838,0.4276,3338237938970284032,397.13245,4.0048,,-0.4237,7.296,,,,7.680535218903847,0.07240789338771669
364,460,82.71538194691428,10.254333059860985,2.637435680354224,1.890955862082658,-1.4498496963814549,8.540934,-0.013277531,-0.8205323,0.8072548,373.90002,1,0,0.9999999992258237,3.0,1.2100593,,False,,,,,,,3338238149422952704,371.65384,,,,,,,,0.6468433860636313,47.126224257217835
365,461,82.71570398943018,10.254370190275452,2.493091067919012,1.2537856847674087,-2.308733355608852,7.907398,-0.09947777,-0.30183983,0.20236206,394.9557,1,0,0.9999181072009274,3.0,1.1675137,,False,9996.366,416.0474,,0.005,0.0048,0.0026,3338238149425171968,397.02945,3.6067,,-0.9739,-0.2517,,,,-0.10891128623695412,94.52888047710175
366,463,82.79123555939957,10.291022606291694,2.5638688425475,1.4265534960666786,-2.0401601448499447,17.048166,2.8960733,1.6620502,1.2340231,383.66238,1,0,0.9999706266614278,1.0,1.0183408,,False,3456.9526,573.3527,,1.278,0.8119,0.5393,3338239897474550784,383.45404,3.9546,,-0.1736,7.3922,,,,9.09264502308178,0.0197215929484841
367,465,82.4534067454503,11.113506836878338,2.478798722707907,1.6990961379226603,-1.768305734830804,15.243653,2.0625877,1.0402765,1.0223112,397.0061,1,0,0.9999999999262736,1.0,1.1034933,-0.25,False,6006.5225,396.3007,75.09629,3.2744,2.4968,1.3912,3339114906868952448,400.0657,4.4479,,-1.0587,4.7534,,,,7.214859318457572,0.11118757864614268
368,466,82.48783769726863,10.22849417978344,2.5266315493409017,1.3071827167269308,-2.051817208332847,16.272335,2.5410995,1.3773174,1.1637821,389.90402,1,0,0.9999713475969331,1.0,0.97673476,,False,3549.9006,385.0877,,1.0173,0.671,0.4151,3338244265458640256,391.6306,4.1476,,-0.4595,7.6087,,,,8.285044573756972,0.041493700748263196
369,467,82.50138615386179,10.228093784073195,2.6208737304230105,1.4902863336775105,-2.159326015620008,17.282253,3.1398697,1.8408108,1.2990589,375.5753,1,0,0.9999997174147437,1.0,0.94421005,,False,3420.7288,465.5869,,1.4727,0.9111,0.638,3338244574696284032,378.8274,4.2214,,0.179,7.9757,,,,9.3744834891254,0.015212710629190796
370,468,82.61848003692724,8.654203672513027,2.49384326253792,1.4067726667194005,-2.146922891505946,17.838379,3.7878532,2.40028,1.3875732,392.34665,1,0,0.9999852557326537,1.0,0.9905577,,False,,,,,,,3337378292675403776,393.8177,,,,,,,,9.822724773471354,0.010067232313886178
371,469,82.49720106144164,10.289209737513302,2.4856434566511174,1.4753512412519485,-2.094057753754853,16.955372,2.8053112,1.5719585,1.2333527,394.2758,1,0,0.9999994513397539,1.0,0.9887941,,False,3416.5117,445.1464,,1.1133,0.7112,0.4692,3338248045029848192,397.09274,4.1148,,-0.3486,7.9302,,,,8.932566165546634,0.022854595215814975
372,470,82.62316672287268,10.251303293163934,2.490682789396912,0.1885877189936207,-1.6425456908977134,17.193947,3.1062136,1.8011379,1.3050756,398.33035,1,1,0.9997349270524427,1.0,1.1161827,,False,3484.244,441.2828,,1.4585,0.8993,0.6439,3338249659937539200,394.95163,4.2968,,0.3889,7.9825,,,,9.175539098969548,0.01827192737597017
373,471,82.68485953071391,10.266467822970911,2.4807372664034624,1.715365914173487,-1.744646473381623,17.738943,3.2553768,1.9464321,1.3089447,404.22357,1,0,0.9999999394766188,1.0,1.0233991,,False,3325.9167,344.5218,,1.263,0.768,0.5628,3338249934815435008,401.70517,4.588,,0.4085,9.2092,,,,9.711846854022657,0.011149650610579822
374,473,85.55360812768737,9.244802088890296,2.577511142542146,2.0535393676133413,-2.4675575037502577,15.07134,2.587408,1.4115934,1.1758146,381.20044,1,1,0.9895068789703892,1.0,1.8617496,,False,,,,,,,3336166188482701440,383.5066,,,,,,,,7.127342757040832,0.12052104736866795
375,474,85.67998005249406,9.228623478237004,2.448804413665909,1.911282175505134,-2.499116232092718,17.851086,3.553732,2.1834354,1.3702965,407.159,1,1,0.9977044918064523,1.0,1.0831347,,False,3003.6492,286.7144,,1.9789,1.1718,0.8085,3336166837021667584,403.91547,3.8448,,-0.5028,9.3418,,,,9.795856496759322,0.010319470201048071
376,475,82.68784652185941,10.343411975601525,2.517318834537769,1.4033758228879365,-1.9076173725127896,16.688795,3.0152264,1.7451229,1.2701035,389.04672,1,0,0.9999729076315241,1.0,1.0006492,,False,3467.0332,372.3669,,1.419,0.8886,0.6079,3338252683594489216,390.76917,4.2542,,0.1596,7.8963,,,,8.693486126035593,0.028484299896589294
377,476,85.68058115684562,9.28796898668508,2.553824497164089,1.4091855417580808,-2.5572410440332805,16.419401,3.3562527,2.0168133,1.3394394,383.24615,1,1,0.9998499601856247,1.0,1.0414363,,False,,,,,,,3336168043908536704,380.7927,,,,,,,,8.455356242765191,0.035469698990194226
378,478,85.49906083114358,9.31436821054055,2.5484474587298247,1.7244427413584276,-2.5550121202109533,16.264729,2.742177,1.5362625,1.2059145,386.91614,1,1,0.9986273100301296,1.0,1.0363764,,False,3564.1438,382.8528,,1.0524,0.6787,0.4449,3336170895766679168,383.80457,4.2694,,0.146,7.6343,,,,8.296107420899029,0.04107305735565673
379,480,85.56560733281879,9.328577717209656,2.396410525320716,0.7593579284120656,-2.0145917143574827,17.70464,3.6195488,2.2514973,1.3680515,408.4868,1,1,0.9854045836735814,1.0,0.98157537,,False,,,,,,,3336171514241966720,410.63528,,,,,,,,9.602446091978278,0.012331660597884837
380,481,85.59878614582065,9.342686262477228,2.3747078603189378,1.8778731209640211,-2.0903719190227266,18.600082,3.338379,1.9713993,1.3669796,426.9995,1,1,0.9694327893470263,1.0,0.9344314,,False,3006.0115,357.1306,,2.1984,1.2987,0.8912,3336171651678105984,381.4091,3.9336,,-0.5095,9.5032,,,,10.478132948846,0.0055048668703576616
381,482,82.95763509374541,10.243014632732342,2.492391973805951,1.4856320478584977,-2.1132830970079897,11.016963,0.65150356,0.24528694,0.40621662,396.3916,1,0,0.9999632154313927,3.0,0.9614431,0.0,False,6637.8066,400.6255,27.183794,0.2475,0.216,0.1167,3338258352951589504,396.50055,4.0108,,-0.3291,2.7802,,,,3.000044720180915,5.394884011729049
382,483,83.00659612674794,10.30385713024661,2.393002371728323,1.8503697288896996,-2.058187026889726,18.167683,3.2132015,1.8844662,1.3287354,406.93204,1,0,0.9999999526016652,1.0,1.02211,,False,3220.17,398.4751,,1.1989,0.726,0.5263,3338259104568306176,416.2927,4.5069,,0.1847,9.3783,,,,10.062398645236039,0.008073103901148668
383,484,83.06135078925392,10.386468061372083,2.661348044490412,1.537133520065583,-1.851708834676274,18.812214,3.2251625,1.854517,1.3706455,374.3816,1,0,0.999942150594899,1.0,1.0206093,,False,2985.6902,314.7551,,0.4494,0.2613,0.2122,3338262093865598720,357.86823,4.739,,0.747,10.9847,,,,10.937722371098644,0.003605047999849209
384,485,82.95328508469376,10.35925021985216,2.4591281218930323,1.631370434580461,-2.2010111462161257,17.520634,3.093027,1.8014126,1.2916145,398.85657,1,0,0.9999993858370462,1.0,0.95988375,,False,3463.9663,505.5953,,1.5892,0.9907,0.6784,3338263227736943488,408.5549,4.277,,0.1648,7.9658,,,,9.47453978151714,0.013873437672139556
385,486,82.9804884296795,10.396065757691478,2.5463515815967,1.6028220586147022,-2.0085814728162754,15.360012,2.1069918,1.0690689,1.0379229,385.54922,1,0,0.9999966232757486,1.0,1.1100206,0.0,False,6081.0083,392.8169,-57.055485,3.4253,2.608,1.4603,3338264846942073088,387.1559,4.4548,,-1.4686,4.7747,,,,7.389603838311954,0.09465824858631282
386,487,82.92739888611315,10.416284146966609,2.529461528816817,0.5315396398918631,-1.754215676637065,18.00109,3.410654,2.0467606,1.3638935,386.83884,1,1,0.9957507926320746,1.0,1.0195622,,False,,,,,,,3338265843374235136,398.50555,,,,,,,,10.016230392532727,0.00842379603956234
387,488,83.13255359328289,10.474792091359804,2.6678040651238724,2.4751652300939138,-2.78122802970222,16.789268,3.0682096,1.7934227,1.274787,371.592,1,0,1.0,1.0,0.9750121,,False,,,,,,,3338268867031393536,366.20172,,,,,,,,8.920037649910244,0.023119846164444704
388,489,83.23626099057716,10.484488858433757,2.553186268274591,0.5680064356779824,-1.835331432117836,16.574791,2.856986,1.6256809,1.2313051,385.44766,1,1,0.9975322311609166,1.0,0.9973172,,False,3516.1738,396.7339,,1.1724,0.7476,0.498,3338269485506656896,384.5406,4.2785,,0.1351,7.7899,,,,8.610203500055075,0.030755203144750616
389,490,85.76701432423816,9.528562581555732,2.690291610196241,1.70528703292075,-2.565259673881332,18.37805,3.304842,1.9383049,1.3665371,376.58804,1,1,0.9997833960960296,1.0,1.0141525,,False,,,,,,,3336181302471796608,342.7994,,,,,,,,10.52704678632266,0.005262368850994119
390,492,83.0716187282627,10.518160331067968,2.559082646460777,0.3770746201450701,-1.6090216709407432,16.95995,3.0547953,1.7834988,1.2712965,386.45834,1,1,0.9996744091717166,1.0,1.0335844,,False,,,,,,,3338272921480297600,381.17618,,,,,,,,9.000371559022232,0.02147095572549516
391,494,82.72767749615159,10.428068165673771,2.4990924558968244,0.4982767373184543,-1.8370026565494328,17.216135,3.1065016,1.8240738,1.2824278,396.0155,1,1,0.9907867472405201,1.0,1.0519096,,False,,,,,,,3338277109071299712,392.8874,,,,,,,,9.205046617453087,0.01778203059009131
392,495,82.78961843150121,10.44691980967221,2.7437632575149644,1.7512898937724677,-2.029618041922766,18.008333,3.070465,1.7477436,1.3227215,362.8866,1,0,0.9999999934059884,1.0,1.0258837,,False,,,,,,,3338277349589485824,354.4395,,,,,,,,10.200066180234733,0.007111701634890842
393,496,82.89112264534691,10.538845286044188,2.436900418968817,1.3533923880662329,-1.755015786805504,16.65997,2.8584661,1.6532726,1.2051935,406.245,1,0,0.9997149369468419,1.0,0.9909508,,False,,,,,,,3338279690348780544,403.03406,,,,,,,,8.594158913104662,0.03121306629308948
394,497,82.76362637386524,10.47878433947789,2.5571623512268022,0.2264609812489318,-1.7941376709070502,15.229856,2.568057,1.3898783,1.1781788,383.33423,1,1,0.9998196670604811,1.0,1.2235719,,False,,,,,,,3338280618061748224,383.23352,,,,,,,,7.268647508734807,0.10581347970309334
395,498,82.67237830280357,10.509015994683958,2.4872128626372096,1.4591929495929363,-1.7706957985934682,11.709386,1.1152296,0.46913147,0.64609814,396.12244,1,0,0.9999938407018933,3.0,1.079214,-0.75,False,,,27.134771,,,,3338281335319489024,396.3006,,,,,,,,3.6879507749881544,2.8629890698744567
