,index,ra,dec,parallax,pmra,pmdec,phot_g_mean_mag,bp_rp,bp_g,g_rp,r_med_geo,MST_cluster,cluster num.,prob,mass,ruwe,rv_template_fe_h,has_epoch_rv,teff_gspphot,distance_gspphot,radial_velocity,azero_gspphot,ag_gspphot,ebpminrp_gspphot,source_id.1,r_med_photogeo,logg_gspphot,logg_gspspec,mh_gspphot,mg_gspphot,mh_gspspec,alphafe_gspspec,fem_gspspec,Gmg,L
0,2,85.00453612908271,9.156065362438447,2.471441190298093,1.2290508011671464,-2.463115264119897,15.718048,2.463029,1.3188381,1.1441908,397.73663,1,1,0.9982354685553457,1.0,1.0519934,,False,3580.8496,380.5153,,0.8668,0.5764,0.3543,3336328980626619008,394.3468,3.9935,,-0.4591,7.1684,,,,7.682799402867452,0.07225705199121421
1,3,85.03200536926234,9.190499958631664,2.5501876953128315,1.699087924733303,-2.4820108781128862,18.074802,3.2548409,1.8836365,1.3712044,390.58817,1,1,0.9833567069148983,1.0,1.0624194,,False,,,,,,,3336330595534353792,390.70602,,,,,,,,10.107662729696814,0.007743457304843588
2,4,85.03736963857041,9.254333579138695,2.487887564620896,1.4258906816434784,-2.3547120138398925,16.835894,2.9503927,1.6981239,1.2522688,393.77423,1,1,0.9956796755751613,1.0,1.0466859,,False,,,,,,,3336331493184024064,395.23773,,,,,,,,8.815047746717518,0.025467182547440185
3,5,85.28784147029562,9.257307750012268,2.4381902040839947,1.6923234673720673,-2.202942398357778,17.197546,3.1173325,1.8174171,1.2999153,400.53595,1,1,0.9805994569533507,1.0,0.9775026,,False,3438.3022,386.7646,,1.2914,0.7951,0.5744,3336333520408537088,392.74573,4.4186,,0.4124,8.3725,,,,9.13288391035362,0.01900406187924926
4,6,85.28887746262707,9.256315961427632,2.410811411880728,1.5122114971590075,-2.465841562433365,16.76901,2.6506538,1.017067,1.6335869,404.0732,1,1,0.997358434334486,1.0,1.0691248,,False,,,,,,,3336333520408537216,403.79166,,,,,,,,8.67982619294299,0.028844932222344653
5,7,85.27968085179688,9.31205105457078,2.444935116327266,1.840965623370634,-2.455098141162701,17.352839,1.8241749,0.7346382,1.0895367,403.1951,1,1,0.9837347161976318,1.0,1.1061071,,False,3707.0679,563.0827,,0.0057,0.0039,0.0024,3336335474617325568,396.86813,4.6993,,0.1677,8.5503,,,,9.294175691541685,0.01638059690818398
6,8,85.2894788694355,9.316179932911782,2.4898539277959757,1.4963951572442442,-2.2235618075518127,16.593727,3.0621128,1.7712173,1.2908955,396.04788,1,1,0.9964868591755347,1.0,1.0814233,,False,,,,,,,3336335478913607680,393.48343,,,,,,,,8.574596345492742,0.03178055387012855
7,9,85.16334278167055,9.239642992933318,2.4715990655968207,1.463405489126092,-2.330456240999829,16.845604,3.0526743,1.7731705,1.2795038,396.1451,1,1,0.995996996715475,1.0,1.1013098,,False,3460.8452,411.3496,,1.3676,0.8539,0.5908,3336336200468159616,399.74432,4.2204,,0.1805,7.8588,,,,8.810494111774403,0.02557421755342534
8,10,85.1673091212861,9.268976296742936,2.35603572229179,1.442377702290591,-2.1840224187412574,18.146832,3.529356,2.142685,1.3866711,419.8837,1,1,0.9830495622437431,1.0,1.0698739,,False,,,,,,,3336336505409430784,417.58957,,,,,,,,10.007741354761638,0.008489917266352424
9,11,85.15781083201392,9.307797762501083,2.705311123547793,1.2630843192487862,-2.127448604390056,17.94508,3.4762592,2.1126842,1.363575,366.502,1,1,0.9995362527503581,1.0,0.9525224,,False,,,,,,,3336337811079530368,367.28204,,,,,,,,10.10616609115014,0.007754138672816131
10,12,85.2639629740526,9.311921027157178,2.4936241308022384,1.3625371566093594,-2.1054618079620453,16.79253,3.402707,2.0613594,1.3413477,393.39648,1,1,0.9956600400909238,1.0,1.1499425,,False,3332.1816,356.5275,,1.5875,0.9589,0.7032,3336338326475610752,390.26974,4.0659,,0.1989,7.9923,,,,8.776684959785424,0.026383111694870873
11,13,84.99502446642558,9.349392203223964,2.543114005714823,1.5720838737159073,-2.200655394081514,13.668804,1.698266,0.8111038,0.8871622,386.95108,1,1,0.984877089757451,1.0,1.1826328,-2.0,False,,,27.109518,,,,3336344790402760832,386.4792,,,,,,,,5.695633148387479,0.4505538868709248
12,14,84.80284748758082,9.264477493218712,2.52297434321873,1.2881586215493248,-2.320449265557212,13.74312,1.4337835,0.6169081,0.81687546,389.68347,1,1,0.9957701195474421,1.0,1.1045753,,False,5794.2046,389.0867,,1.6626,1.3282,0.742,3336345374518372992,388.95792,4.2944,,-4.1403,4.5096,,,,5.752684170433325,0.4274903659911204
13,15,84.77447534721777,9.329176493782338,2.536690566710431,1.44909411532058,-2.09609861912784,11.923133,0.94013023,0.3821087,0.55802155,388.79224,1,1,0.9682614799490687,3.0,1.1819162,0.25,False,5431.136,364.7786,28.84387,0.1538,0.127,0.0686,3336346882048786688,389.20108,4.1376,,-0.6373,3.9735,,,,3.9444704694034876,2.2605380012921708
14,16,85.12759646038005,9.344071444491387,2.5194256398647608,1.3614693518271457,-2.0918156800441503,12.908378,1.2363434,0.53956413,0.69677925,393.0467,1,1,0.9948485867762548,1.0,0.98722124,,False,5031.388,374.4155,,0.5132,0.4066,0.2177,3336349875644014592,393.24786,4.1818,,-0.5937,4.6441,,,,4.914885724010674,0.9247955054626045
15,17,85.14424550776711,9.36793326880269,2.473039315529515,1.35691497107032,-2.5436242543063665,13.983906,1.6785116,0.79687214,0.8816395,398.03308,1,1,0.9985292608264893,1.0,1.0153459,-0.25,False,4187.653,373.8783,23.257187,0.4117,0.3013,0.1613,3336350081802435328,397.79178,4.0701,,0.1485,5.8372,,,,5.950061103403328,0.35643107352181513
16,18,85.06492542250835,9.391104332230316,2.434391344715324,1.8424991843194605,-2.3188894770444235,13.726509,1.4449301,0.65658,0.7883501,403.6697,1,1,0.918116923247401,1.0,1.0316116,-1.5,False,4664.8228,399.2594,40.188007,0.681,0.5232,0.2813,3336351009515382656,403.7071,4.1562,,-0.5866,5.2015,,,,5.6584609762669515,0.46624652663333876
17,19,85.0376898274256,9.533973518013998,2.546281956193714,1.6507366091012148,-2.02521517649714,18.228037,3.652647,2.286356,1.366291,389.54083,1,1,0.9654729530135675,1.0,1.0091579,,False,,,,,,,3336357396129068928,386.11423,,,,,,,,10.257569462493738,0.006744848745821679
18,20,85.38702307156909,9.385596801787203,2.4936681069462256,1.5758077358417966,-2.068678422539456,16.20711,2.7567234,1.5463657,1.2103577,392.08936,1,1,0.9926736507037254,1.0,1.0309023,,False,3533.0405,375.2628,,1.0152,0.6524,0.4309,3336359633809640832,394.65106,4.2312,,0.1172,7.6435,,,,8.191303254306298,0.045235427425055916
19,21,85.51579242422845,9.465836480592134,2.308505869632607,1.817907959967322,-2.3337861552459604,16.165194,3.118289,1.8259449,1.2923441,423.24304,1,1,0.9923052766825387,1.0,1.1048541,,False,3473.1807,342.1499,,1.4284,0.8893,0.6185,3336362038991280384,424.89706,4.0572,,0.1731,7.5281,,,,7.98184891565263,0.05486058492330203
20,25,85.73651131045114,9.593927975837945,2.601174819681985,1.5418142678483595,-2.7131930763482237,18.767656,3.6430206,2.2542572,1.3887634,390.43393,1,1,0.999661065500198,1.0,0.9991633,,False,2846.7637,273.7091,,0.3427,0.1946,0.1656,3336369937435391232,366.58124,4.6237,,0.7685,11.3222,,,,10.843503706138598,0.003931864271784811
21,26,85.63514260948592,9.573008679153784,2.677321738815833,1.7708132979945794,-1.9811917997673627,15.670345,2.8200045,1.5787506,1.2412539,369.08334,1,1,0.9981538493764937,1.0,1.7205623,,False,3525.1592,311.5732,,1.0572,0.674,0.4536,3336370250968703488,367.88013,4.1179,,0.1466,7.4667,,,,7.808847821560777,0.06433700966736834
22,27,85.59361058750983,9.608748260874131,2.4354085554221623,1.6806774291391755,-2.203300327569569,14.261135,1.94907,0.9539566,0.9951134,404.65863,1,1,0.9979898561999301,1.0,1.1321703,-0.25,False,,,1.6669123,,,,3336373545207955584,401.2041,,,,,,,,6.193994136750742,0.28470975348023136
23,28,85.59221299189781,9.610145389131125,2.483351448324732,1.6974990635392244,-2.5179625616163928,10.630787,0.49780464,0.17821121,0.31959343,397.86084,1,1,0.9987519345260429,3.0,1.010685,0.0,False,7347.9326,409.5425,29.120564,0.2683,0.2405,0.1289,3336373549503587200,397.74512,4.0929,,-0.1711,2.3159,,,,2.6059779301675334,7.7554826021973495
24,31,85.32367152004947,9.63164039684226,2.5133363494546286,1.7709727921647376,-2.6586041535423752,18.405495,3.7006817,2.2059898,1.4946918,405.06732,1,1,0.9851906661614668,1.0,1.0018473,,False,3161.9338,305.8241,,2.6445,1.5392,1.1107,3336379833038425344,384.36847,4.4057,,0.4862,9.3407,,,,10.406748061620682,0.005878963655743565
25,33,83.20015414965104,8.688669433945234,2.4787175232772354,1.4609999326557748,-2.338542305151416,14.563928,1.8628864,0.91615105,0.9467354,395.35425,1,0,0.9983908050644726,1.0,1.0469819,-0.25,False,4120.0503,391.5088,21.012173,0.7363,0.5282,0.2871,3337742578918805888,395.98785,4.0775,,-0.1944,6.0211,,,,6.5350631851260275,0.20795756613212393
26,35,85.2350460944579,9.618198661999347,2.5589705167804087,1.3072693644372606,-2.0580619360820904,15.511165,2.5210323,1.3677206,1.1533117,383.38477,1,1,0.9990143552535079,1.0,1.0063573,,False,,,,,,,3336382551755110144,379.1504,,,,,,,,7.551491410926079,0.0815461451012045
27,36,83.16094032666975,8.747651615024754,2.493204868571265,0.7323121442522441,-2.4667574809179653,17.196789,3.407034,2.0542736,1.3527603,390.7612,1,1,0.9615827885298479,1.0,1.0491765,,False,,,,,,,3337746113675032576,395.79782,,,,,,,,9.180578831416607,0.01818730991987134
28,39,83.16020437507626,8.801467573436481,2.593521485822238,0.8119226553501808,-2.3716092188971656,17.862307,2.7188892,1.4155293,1.30336,382.56433,1,1,0.94850704898369,1.0,0.9994348,,False,,,,,,,3337747526721115008,378.43854,,,,,,,,9.931756251112809,0.009105367931760784
29,42,83.02441397103195,8.761696246669466,2.6096552852114425,1.5706698818902542,-2.444913304760888,16.908674,2.8805609,1.6445217,1.2360392,376.8126,1,0,0.9998309180521923,1.0,1.0114049,,False,3433.4546,410.9,,1.3298,0.849,0.5531,3337757422325796864,375.6098,4.1234,,-0.3867,7.9257,,,,8.991589721331888,0.021645325021374374
30,43,84.69321509175222,9.393530962906334,2.509715440157459,1.0361477008742268,-2.2428890297992585,15.760173,2.3944998,1.2138243,1.1806755,390.93967,1,1,0.9983362069785969,1.0,1.0486033,,False,3612.0662,403.8233,,0.8249,0.5521,0.3358,3336394818181584896,392.40097,4.0026,,-0.4388,7.0825,,,,7.758295412633808,0.06740340480093861
31,44,84.71120537007658,9.390311611282804,2.497379693207446,1.1584825516986432,-2.2858419191474777,15.63081,2.4769115,1.3016281,1.1752834,392.11972,1,1,0.9970615415966548,1.0,1.0278897,,False,,,,,,,3336394989980273536,390.6631,,,,,,,,7.618232880216603,0.07668436892847746
32,45,84.70132953537598,9.398833469815775,2.466235465099265,1.8750520937495936,-2.1917410577743865,11.548169,0.8758497,0.35224628,0.52360344,398.53488,1,0,0.6682820170464701,3.0,1.2138089,-0.5,False,,,32.580063,,,,3336395196138704128,399.06195,,5.52,,,,,,3.508341693641258,3.3780286027137
33,46,82.88891963824705,8.791002115323035,2.58914730883407,0.5564727511643386,-2.518121857145779,15.357796,2.302044,1.2088127,1.0932312,379.4622,1,1,0.9938144414678993,1.0,1.0775388,-0.25,False,3771.0955,382.7339,29.000542,1.0397,0.7089,0.4123,3337761167537063168,378.1056,4.0293,,-0.3487,6.6797,,,,7.423579801022962,0.0917419737965752
34,47,84.74062250031042,9.425165169912107,2.496220257440915,1.8072884239091755,-2.222647086214749,17.535425,3.0420418,1.7754326,1.2666092,395.5078,1,1,0.6312120777066824,1.0,1.0841687,,False,,,,,,,3336395363639801472,386.73492,,,,,,,,9.521839516371779,0.013282021944756282
35,48,84.78840537404305,9.425014283299952,2.413909035192773,1.0695937261993094,-2.196996099183428,12.656642,1.0890045,0.46464825,0.62435627,411.0531,1,1,0.9960656426161427,2.0,2.2255561,-0.5,False,,,35.43496,,,,3336396604887956480,410.998,,4.66,,,-3.47,0.49,,4.5702465014285,1.2702856716280955
36,49,82.99371154813174,8.924103575285285,2.5360029427125306,0.347546130158791,-2.468293058217987,16.451473,2.708146,1.5081253,1.2000208,386.61856,1,1,0.9991011347703186,1.0,0.9952127,,False,3509.9849,386.7928,,1.2943,0.8413,0.5295,3337764191193977088,390.113,4.0562,,-0.4958,7.6064,,,,8.472221765770621,0.03492297987566791
37,50,84.65953367748291,9.40897484805329,2.4910034805565475,1.364182047595745,-2.063013302301945,15.195044,2.203847,1.1394196,1.0644274,393.4132,1,1,0.9642374277547634,1.0,1.015604,,False,4077.5205,395.593,,1.1731,0.8184,0.4587,3336397910558041088,394.97815,4.1584,,0.4121,6.3241,,,,7.176915671776161,0.11514199005045431
38,51,83.00471856945484,8.944432508133147,2.651988730183123,1.4914904033206031,-2.608255634873084,17.579628,3.1070385,1.8066502,1.3003883,374.08334,1,0,0.9994022018976846,1.0,1.0232639,,False,3427.5374,493.1447,,1.7763,1.0942,0.7607,3337764328632920832,384.6445,4.2328,,0.1631,7.9803,,,,9.697486370855078,0.011298100969841475
39,53,84.59165892637107,9.417538773012694,2.460805498557528,0.7694829910688064,-2.193978539686025,15.332852,2.6564503,1.4703264,1.1861238,397.03003,1,1,0.9987187952653228,1.0,1.0780345,0.5,False,,,-18.990694,,,,3336398765253890944,398.8147,,,,,,,,7.288238442668058,0.10392131245292163
40,54,84.6275333146358,9.4681834008217,2.550783780251274,1.221905164085964,-2.191730436319708,14.410522,1.8483181,0.90188694,0.94643116,385.19965,1,1,0.9953908475034973,1.0,1.0504783,-1.5,False,4899.252,367.6424,-30.044998,1.9737,1.4842,0.814,3336399388026783232,385.64468,4.2045,,-0.9996,5.0891,,,,6.443890233810356,0.22617463934845666
41,56,83.26656099852886,8.757603731916841,2.5614193919881463,0.7588935368934248,-2.535631972243648,15.684302,2.4042416,1.2832537,1.1209879,383.61096,1,1,0.9822528684675668,1.0,0.9462967,,False,3611.759,349.571,,0.9081,0.6092,0.366,3337766871253805952,382.70953,4.06,,-0.5816,7.2977,,,,7.726705465778597,0.06939334359275372
42,57,83.32149788527197,8.768572969499616,2.4645014298737933,0.4815050086278764,-2.3816928705458027,15.257369,2.0124092,1.0061598,1.0062494,397.60287,1,1,0.9937627249771658,1.0,1.0891006,,False,4630.3584,382.6346,,2.092,1.5384,0.8435,3337767107475194752,402.4707,4.2732,,-1.1417,5.781,,,,7.216014372315996,0.11106935531353455
43,58,84.76648583980617,9.501238431533904,2.542800580429747,1.417545810205004,-2.336334733112022,17.302784,3.0354538,1.7614956,1.2739582,385.34534,1,1,0.991446498062202,1.0,1.0569735,,False,,,,,,,3336400483240924288,383.0029,,,,,,,,9.329345509461058,0.015858488668723206
44,59,84.69295022154634,9.538544323778666,2.55923107969966,1.152705682431956,-1.793119815670997,15.95745,2.5846443,1.2005396,1.3841047,384.06137,1,1,0.9830111420807106,1.0,1.4251281,0.5,False,,,18.2875,,,,3336401410953928832,384.0525,,,,,,,,7.997997506238533,0.05405065951639744
45,60,83.38089052498965,8.830231087175346,2.563399372382348,0.6433665818953893,-2.346599993215829,16.604218,3.1486378,1.8439026,1.3047352,382.18777,1,1,0.993221304693075,1.0,0.9679923,,False,3425.8894,355.6548,,1.5331,0.9464,0.6658,3337768894181641600,382.21964,4.1761,,0.1883,7.835,,,,8.64829936824071,0.029694789616256854
46,61,83.39462124948618,8.86102141551136,2.604917994850532,0.7903314945404527,-2.5238052897307126,17.087297,3.1186323,1.8305035,1.2881289,378.31027,1,1,0.9901006764055973,1.0,1.0377523,,False,,,,,,,3337769379514667776,377.75897,,,,,,,,9.166267279359133,0.01842863159794991
47,62,84.8376238052976,9.522788801369444,2.497073986637507,1.1206929803592054,-2.0695043865494047,14.99103,2.1900024,1.1318092,1.0581932,393.14362,1,1,0.997150628344283,1.0,0.98146564,0.25,False,,,20.310825,,,,3336403545555078912,391.62872,,,,,,,,6.978187051989767,0.13826911375184872
48,64,84.83184582123177,9.606073454091838,2.422574444379296,1.4553377996198258,-2.3598880696569577,18.373993,3.317749,1.9414597,1.3762894,414.48032,1,1,0.9850813828867437,1.0,0.9415602,,False,,,,,,,3336407389548540160,368.82474,,,,,,,,10.295378657791264,0.006514011739078277
49,65,84.82114322591684,9.625553083281048,2.605097014867933,0.6792013031151029,-2.218632816545052,17.110691,2.2666683,1.1833878,1.0832806,380.02057,1,1,0.9999065976630848,1.0,0.9710648,,False,3678.2515,340.1209,,0.7436,0.5047,0.2973,3336408218479478272,377.7569,4.7831,,-0.2409,8.9327,,,,9.18981050619551,0.01803332449447693
50,66,84.91226970790548,9.616131860865258,2.511066183440558,1.3657075318385483,-2.201204688654669,15.140231,2.2289228,1.1589537,1.0699692,391.1361,1,1,0.9958073093166676,1.0,0.98408324,-0.25,False,3737.2034,377.0023,5.4706,0.6838,0.4645,0.2743,3336408699515800576,388.9615,4.014,,-0.2314,6.7065,,,,7.139521797185157,0.11917667954915037
51,67,84.96102467559435,9.65710840517741,2.481342822269629,1.1895558437437546,-2.0171261512805154,18.086536,3.190178,1.8495159,1.340662,402.01834,1,1,0.9971124311761401,1.0,0.9724878,,False,,,,,,,3336409348054373376,416.08493,,,,,,,,10.059969852667916,0.008091183654287482
52,68,84.93036468233413,9.697184370022644,2.4429562098130275,1.3478659845538736,-2.2509666230591345,17.420723,3.0558968,1.7876816,1.2682152,404.74094,1,1,0.995259949855341,1.0,0.96615815,,False,3433.7073,518.3983,,1.318,0.8226,0.5689,3336410447565453440,399.6095,4.2445,,0.1529,7.9808,,,,9.360301411398066,0.015412725206469753
53,69,83.38172699384613,8.95541668305634,2.4960236633365267,1.741184096347027,-2.318243002265437,15.872594,2.771206,1.5557585,1.2154474,392.7438,1,0,0.999870084930042,1.0,1.0773342,,False,3573.5186,347.8331,,1.1809,0.7605,0.4965,3337779034601134464,390.37323,4.1413,,0.1115,7.3619,,,,7.858837491605943,0.061441951809821205
54,70,84.57490171986815,9.56379249768428,2.5856384952840306,1.5850156248338276,-2.1872554311412484,17.7734,3.04146,1.7602539,1.2812061,380.46323,1,1,0.8959144510871583,1.0,1.0287042,,False,,,,,,,3336412749667636992,375.05643,,,,,,,,9.836239024844716,0.00994270124473341
55,71,84.6673296494386,9.632588476002509,2.474280540470535,1.1915670532394187,-2.206182370694824,15.049508,2.0362606,1.0194407,1.01682,397.56232,1,1,0.9955181938799356,1.0,0.96184254,-0.5,False,4905.423,382.8672,-5.573932,2.4719,1.8322,1.0119,3336414884268747776,396.5882,4.2321,,-1.3345,5.284,,,,7.016752697708299,0.13344395987055696
56,73,84.39506318566222,9.590448306498317,2.516907838811365,0.8492614104722179,-2.3991389354865214,17.536736,3.1532688,1.8674908,1.285778,391.64044,1,1,0.9989909647399755,1.0,1.021665,,False,3284.4187,345.7906,,1.0979,0.6743,0.4796,3336416632318132096,387.25507,4.4993,,0.1747,9.1284,,,,9.54107256675958,0.013048811975814829
57,76,84.60414231141885,9.686109258235714,2.5501160445566207,1.6134072512917244,-2.2385648343103424,17.828457,3.427639,2.0901222,1.3375168,384.47467,1,1,0.8707362755724717,1.0,0.984947,,False,3412.0996,552.996,,1.731,1.0431,0.7731,3336418453384472320,390.7391,4.1715,,0.3972,7.9825,,,,9.861256718569567,0.00971621939131578
58,78,84.79219915752198,9.666982374996582,2.5741284690501427,1.1402699007832655,-2.3652117877776995,15.84923,2.871972,1.6284237,1.2435484,380.0755,1,1,0.9989820391633725,1.0,1.1394341,,False,3531.8499,334.7973,,1.2288,0.7821,0.5229,3336420347467119360,380.04565,4.086,,0.1234,7.388,,,,7.90238108892437,0.059026572321155324
59,79,84.77900533023863,9.687156864750635,2.498904428256023,1.278428582829343,-2.2355961910098725,16.069607,2.6097097,1.4121189,1.1975908,389.69885,1,1,0.9959107242910561,1.0,1.0502008,,False,3591.2854,345.9208,,0.9733,0.636,0.4052,3336420656704761856,392.33453,4.3317,,0.0881,7.6976,,,,8.058355233263828,0.05112789429977509
60,80,84.77842780266414,9.686799841479678,2.755491270917515,1.1097970689939525,-2.3921714889650203,17.321932,3.0831747,1.731533,1.3516417,359.04684,1,1,0.9997215128676549,1.0,1.094041,,False,,,,,,,3336420656704761984,355.52634,,,,,,,,9.52292719784109,0.013268722788616351
61,81,83.04940643037689,9.04292075082646,2.3276865416109342,0.3573968006025296,-1.3144658447887394,18.516184,2.523573,1.3710556,1.1525173,427.82547,1,0,0.9993002598480285,1.0,0.99335366,,False,3453.2615,322.7647,,0.8051,0.5285,0.3253,3337789578744756480,442.63336,4.9841,,-0.5261,10.4234,,,,10.350806477796315,0.0061898112911576144
62,82,84.71811610885551,9.712442852490245,2.501767880265453,1.4030768790178052,-2.1130215342345977,17.544033,3.4187698,2.0738335,1.3449364,392.06534,1,1,0.9842201994160391,1.0,1.073124,,False,,,,,,,3336421614480454912,391.10083,,,,,,,,9.535268061966216,0.013118759644719298
63,83,84.82210168597057,9.702004303232387,2.4221505938354144,1.23456138455334,-2.188340598450783,14.230487,1.7786322,0.85276794,0.9258642,405.50992,1,1,0.9953035464338665,1.0,1.1522056,0.0,False,4915.9365,377.1002,-23.5882,1.6486,1.254,0.6863,3336422061157035648,405.46503,4.2004,,-1.0025,5.0475,,,,6.151492706501198,0.2960758040752327
64,84,83.13643764655369,9.07487318361846,2.468209144931496,2.1078797314563307,-1.573060793142674,14.9054575,1.3985815,0.6356907,0.7628908,398.65836,1,0,0.9999999999805311,1.0,0.97374105,-0.25,False,4604.9883,428.8495,45.311176,0.3556,0.2722,0.1434,3337791301027458432,398.76657,4.5622,,-0.0144,6.4747,,,,6.867367285398554,0.15312746250839412
65,85,83.13476743782199,9.07466839243837,2.484532140654865,1.9021811422618529,-1.4797479297485117,17.175167,2.4631042,1.3250561,1.1380482,397.55078,1,0,0.9999999997019815,1.0,1.0341953,,False,3558.7124,343.6742,,0.926,0.6167,0.3725,3337791301027458560,395.75256,4.585,,-0.5346,8.8322,,,,9.1513900964095,0.018682885897710912
66,86,83.34277294773813,9.036880903284608,2.488776115932794,0.5382298032724546,-2.565396811076613,17.15719,3.0329084,1.7622089,1.2706995,393.96292,1,1,0.9975071425983892,1.0,1.0026872,,False,3467.273,450.5728,,1.4405,0.9019,0.6165,3337792091301707136,389.78336,4.2752,,0.1618,7.9424,,,,9.137119151608257,0.01893007520646439
67,87,84.84836008161308,9.738680186090887,2.543014381486295,1.376580810879181,-2.3676272361946307,17.649216,2.1937275,1.0697098,1.1240177,392.3211,1,1,0.9946850579525319,1.0,1.0232875,,False,3487.3057,473.9493,,0.0007,0.0005,0.0003,3336422713992136576,395.6632,4.7191,,0.4758,9.2094,,,,9.6759600812216,0.01152433747437758
68,89,84.72355840095423,9.74609606193491,2.5041868357963053,0.9129693373065682,-1.818632562359532,17.585081,3.198038,1.9013386,1.2966995,396.44812,1,1,0.9973966654042281,1.0,1.0075073,,False,3361.1514,342.7961,,1.1316,0.6928,0.5065,3336424779873363968,390.90366,4.5957,,0.4333,9.1422,,,,9.578414640919425,0.01260764999230834
69,90,83.2789774807832,9.144876356489396,2.473833872905053,1.622775720318154,-2.079033540412049,17.991848,3.536621,2.1226082,1.4140129,406.18018,1,0,0.9998351167047852,1.0,1.094267,,False,,,,,,,3337797206606793088,404.11572,,,,,,,,9.958700658957262,0.008882183402889567
70,91,83.23058408426557,9.176249032901929,2.5352699894179334,1.4397885275322853,-2.2065296952472497,17.663641,3.1613827,1.8850975,1.2762852,390.7625,1,0,0.9949445982190668,1.0,0.99644524,,False,,,,,,,3337798001176376576,406.00626,,,,,,,,9.683762078052343,0.011441821515237578
71,92,83.3249522342693,9.204083946544433,2.4487132653520844,1.3061948317319243,-2.9061902563466817,12.194215,1.1801138,0.505311,0.6748028,405.11804,1,0,0.9827542399980042,2.0,1.5561925,-1.5,False,5624.6636,391.252,2.1887343,0.8199,0.6652,0.3605,3337798958953066496,405.4534,4.0795,,-0.6665,3.5766,,,,4.138904669670321,1.8898969847862288
72,93,83.39737273878752,9.21656556498968,2.5627887557112152,1.6238334899268017,-2.005716567142759,18.679527,3.1215878,1.7848644,1.3367233,394.5207,1,0,0.9996134192243701,1.0,1.0165066,,False,,,,,,,3337799165111981056,363.84518,,,,,,,,10.72309104923981,0.00439302404442208
73,94,83.34629692196035,9.2214792141888,2.503239565163943,0.5291981147593638,-2.1137475215876727,17.74989,3.3773766,2.063305,1.3140717,397.95038,1,1,0.9961496800970675,1.0,0.99982214,,False,3314.4028,336.7505,,1.2764,0.774,0.5697,3337799375566210304,404.509,4.5937,,0.4219,9.2729,,,,9.742402072352123,0.010840246828897017
74,95,83.28843113545875,9.2234313609287,2.4493392090875417,0.7833701145358168,-1.922648523527352,15.983395,2.6419344,1.455307,1.1866274,399.3409,1,1,0.7992283440485227,1.0,1.0233501,,False,,,,,,,3337799749227542272,397.1773,,,,,,,,7.928639673752432,0.0576161361778069
75,99,85.11126753892769,9.810004631199858,2.5161538624186752,1.2840401759036526,-2.046760952491981,16.394295,2.7465305,1.5311432,1.2153873,389.23898,1,1,0.9986174928769935,1.0,1.0380878,,False,3534.5925,374.5966,,1.0486,0.6752,0.4425,3336435671910345856,393.91428,4.3143,,0.1113,7.8092,,,,8.397980973127476,0.03739448967446394
76,101,82.91676478348869,8.960399050509182,2.487555738849803,0.5161872342563705,-2.437549393636404,18.05934,3.2837563,1.9001999,1.3835564,397.77203,1,1,0.9929612083542625,1.0,0.9540696,,False,,,,,,,3337812191748486400,397.08414,,,,,,,,10.038204103980654,0.008255024345446964
77,103,82.87204164064634,8.98625367653039,2.62557350703669,1.5309773857778326,-2.175249826333395,16.72783,2.7701416,1.5630798,1.2070618,376.76724,1,0,0.9999470393217212,1.0,1.0077773,,False,3531.6929,321.1981,,1.173,0.7564,0.4887,3337812913302996608,373.83548,4.5233,,0.1,8.4134,,,,8.823950907732662,0.02525920263374422
78,104,85.33189876542495,9.926047723990813,2.672465994885438,1.4658445073165338,-1.970841217404924,17.540503,3.2727146,1.9411392,1.3315754,372.13596,1,1,0.9994737004066536,1.0,0.9867318,,False,,,,,,,3336441199531750528,381.96533,,,,,,,,9.675063939230894,0.011533853327189423
79,105,85.37033964836182,9.941440947767964,2.4330009436702933,1.8860020651358187,-2.4839354229880115,13.609852,1.6619568,0.5055275,1.1564293,403.78195,1,1,0.9558883681180332,1.0,3.7943387,0.0,False,6239.024,419.116,23.92724,2.5392,1.9981,1.1042,3336441341267353984,410.07367,4.0019,,-0.8377,3.4187,,,,5.5405633868873885,0.5197262413850466
80,106,85.14671992835298,9.9042150860502,2.546373604638839,1.4620458741234976,-2.1613312438560066,13.577227,1.5770731,0.7333355,0.8437376,386.73465,1,1,0.9977048523474039,1.0,1.0670079,-1.5,False,4586.2656,363.8181,-1.1151966,0.8351,0.632,0.3372,3336442990534596864,386.46793,4.1264,,-0.2815,5.1283,,,,5.6068376189948435,0.4889505651062679
81,108,82.80683808811085,9.029306232469748,2.4825620811278863,1.6485899701409217,-2.210447370452381,14.619169,1.8432217,0.8990631,0.94415855,395.9684,1,0,0.9999964209457146,1.0,1.031094,-2.0,False,4532.0737,360.5726,-1.0818075,1.528,1.1311,0.6131,3337816246197622656,395.73254,4.2029,,-0.7522,5.7061,,,,6.593669588262385,0.19702991260032796
82,109,84.9243861910914,9.79633353136428,2.648703184650519,1.5487874576730734,-2.20341226314453,16.61163,3.2588406,1.8786755,1.3801651,371.36948,1,1,0.9919948701092619,1.0,1.0886436,,False,,,,,,,3336446289069535232,371.18546,,,,,,,,8.726796468551546,0.027623672252217173
