source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmdec,phot_g_mean_mag,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,phot_variable_flag,l,b,teff_val,a_g_val
6.04628E+17,133.394093,0.479177487,11.08849982,0.311121984,-0.145183931,0.680433965,-0.523862576,-0.021657003,19.911098,0.6774082,0.25806618,0.41934204,,,NOT_AVAILABLE,216.7341968,32.1015833,,
6.0463E+17,133.3316675,4.283939141,11.06308867,3.223671496,,,,,21.099718,,,,,,NOT_AVAILABLE,216.7305591,32.0353311,,
6.0464E+17,133.5495697,0.029040111,11.2761922,0.017221113,0.911204736,0.038245133,-5.020159015,1.574489821,14.2304125,0.7232723,0.28028774,0.44298458,,,NOT_AVAILABLE,216.6099564,32.31939573,6066.6665,0.2297
6.04688E+17,133.4310655,0.511770666,11.33380567,0.324076997,2.572299791,0.731837086,-39.59275707,13.46655119,20.084435,2.2604103,0.9633179,1.2970924,,,NOT_AVAILABLE,216.4899917,32.23855115,,
6.04699E+17,133.1351078,0.348860096,11.38755469,0.206179814,-0.434969391,0.45448003,-1.526311032,-3.821362183,19.323946,0.6640034,0.23617363,0.42782974,,,NOT_AVAILABLE,216.2875653,31.99836841,,
6.04637E+17,133.5630515,0.39191958,11.22481206,0.219811977,1.726891067,0.570551484,3.37829914,-5.384367536,19.506758,1.2547188,0.5267277,0.7279911,,,NOT_AVAILABLE,216.671647,32.30956902,,
6.0474E+17,133.6185147,0.148366416,11.77098027,0.095354254,2.296513817,0.176230526,-14.23021461,-10.23924563,17.87085,2.4296703,1.2991142,1.1305561,,,NOT_AVAILABLE,216.1120836,32.58936554,,
6.04669E+17,133.694767,0.730616364,11.49375105,0.410615387,1.602532541,0.76101974,-1.832202265,-5.299415337,20.193186,1.5014954,0.56991386,0.9315815,,,NOT_AVAILABLE,216.4477707,32.54042299,,
6.04732E+17,133.4672589,2.610847407,11.6766129,1.634543471,,,,,20.852713,0.5014248,-0.7473507,1.2487755,,,NOT_AVAILABLE,216.1398821,32.41532741,,
6.04639E+17,133.4929996,0.217528988,11.22319127,0.124208154,0.638295837,0.289161069,-3.770862068,-4.950909451,18.693901,1.0786266,0.45410156,0.62452507,,,NOT_AVAILABLE,216.6388829,32.24666726,,
6.04699E+17,133.1480213,0.072507901,11.36860909,0.044357088,0.285309415,0.09241364,-0.686220671,0.53228479,16.864943,0.9435539,0.3873539,0.5562,,,NOT_AVAILABLE,216.3141217,32.0018327,5334,0.696
6.04702E+17,132.9823663,2.06432251,11.42646648,1.46198642,,,,,20.904804,1.5739422,-0.060655594,1.6345978,,,NOT_AVAILABLE,216.1714807,31.87909091,,
6.04629E+17,133.496899,0.308067506,11.09028761,0.198135653,0.542033177,0.397448384,-4.556909161,-8.711670485,19.32061,2.1698475,1.0085564,1.1612911,,,NOT_AVAILABLE,216.7830015,32.19363637,,
6.04667E+17,133.60178,0.096604621,11.41707857,0.057082335,0.276840299,0.116191624,15.09657213,-1.36414743,15.412566,1.3505268,0.60599613,0.7445307,,,NOT_AVAILABLE,216.4845027,32.42542695,4950.45,
6.04668E+17,133.8116852,0.265901465,11.49233661,0.172056162,0.576287213,0.313271698,-0.791409527,0.195214474,19.020163,0.83532715,0.31747055,0.5178566,,,NOT_AVAILABLE,216.5067192,32.64368237,,
6.04681E+17,133.245521,0.026054243,11.24270696,0.016081903,0.578765855,0.03328521,-5.638640937,-1.452466948,14.599904,0.78014755,0.30733013,0.47281742,,,NOT_AVAILABLE,216.4963902,32.03513708,6062,1.07
6.04841E+17,133.7750176,2.063967817,12.02498127,1.301368918,,,,,20.958683,1.8361912,0.4430294,1.3931618,,,NOT_AVAILABLE,215.9140827,32.83475085,,
6.04845E+17,133.7268146,0.163132529,12.09425755,0.10084025,0.223375254,0.212067549,-5.40849658,-6.465275499,18.363914,1.1941242,0.52285767,0.67126656,,,NOT_AVAILABLE,215.8157569,32.82079911,,
6.04685E+17,133.2355172,0.101903254,11.28902264,0.064713324,1.331564694,0.129497685,-1.097285786,1.0304075,17.429749,1.653616,0.7843685,0.86924744,,,NOT_AVAILABLE,216.4419963,32.0458805,,
6.04689E+17,133.3568394,2.592212816,11.33017071,2.315479074,,,,,20.950731,1.1532288,-0.16617393,1.3194027,,,NOT_AVAILABLE,216.4574672,32.17107804,,
6.04641E+17,133.4644914,0.017677644,11.29211017,0.011440869,1.558106125,0.023291883,-7.091493315,-5.211567918,13.214379,0.7974434,0.32151127,0.47593212,,,NOT_AVAILABLE,216.5510646,32.25057874,5880.3335,0.0663
6.04633E+17,133.4516518,0.024945214,11.21251548,0.01497403,0.968349236,0.02889972,-2.398119311,-5.03024411,13.680108,0.8061142,0.3222494,0.48386478,,,NOT_AVAILABLE,216.6299574,32.20541313,5792,0.8083
6.04732E+17,133.4180347,0.028479685,11.61583476,0.016731952,1.903418457,0.03940771,-17.52959562,-10.6789316,13.636362,0.90498066,0.37676048,0.5282202,,,NOT_AVAILABLE,216.1811658,32.34602565,5501.25,0.068
6.04668E+17,133.7445375,2.2930243,11.44054063,1.550997345,,,,,20.923197,1.221693,0.006486893,1.2152061,,,NOT_AVAILABLE,216.5294355,32.56215175,,
6.04743E+17,133.6707872,0.16858366,11.83053573,0.096956721,0.952860487,0.200991503,-12.09100955,6.005534603,18.047958,2.0389671,1.0329399,1.0060272,,,NOT_AVAILABLE,216.0733665,32.66079167,,
6.04669E+17,133.77547,0.280941851,11.49448585,0.181667772,0.126723784,0.334332527,-0.595057407,-2.980710207,19.11968,1.0227013,0.39706802,0.62563324,,,NOT_AVAILABLE,216.4866094,32.61242129,,
6.04699E+17,133.1353669,0.47317858,11.38175007,0.276557405,1.192236341,0.615628584,-4.334917917,-3.202196824,19.734804,1.8548393,0.7901745,1.0646648,,,NOT_AVAILABLE,216.2938949,31.99614523,,
6.04711E+17,133.140944,0.095914399,11.61486198,0.060270305,2.290782738,0.126303224,3.054919122,-1.221736779,17.246662,2.4186287,1.2761154,1.1425133,,,NOT_AVAILABLE,216.0472314,32.09938926,,
6.04691E+17,133.541914,0.028937722,11.4534119,0.019449214,0.687961963,0.04424303,1.998839087,-0.210440089,14.381103,0.94853497,0.3927536,0.55578136,,,NOT_AVAILABLE,216.4161262,32.38760297,5415.1367,1.74
6.04845E+17,133.7225577,0.388838119,12.10169679,0.242830196,0.680455732,0.490894732,0.589140879,-0.288690611,19.610693,0.6819706,0.2013092,0.4806614,,,NOT_AVAILABLE,215.8056458,32.82011499,,
6.04743E+17,133.6988204,0.842505737,11.83297534,0.479040472,1.720578024,0.999635827,-1.394370534,-2.088865547,20.349089,1.3858662,0.43109322,0.95477295,,,NOT_AVAILABLE,216.0843962,32.68672574,,
6.0468E+17,133.2798969,0.117200408,11.19521328,0.070953071,0.598349165,0.150371923,-7.7550622,-1.799471124,17.815868,1.164259,0.48347664,0.6807823,,,NOT_AVAILABLE,216.5640024,32.04552099,,
6.04704E+17,133.0873302,0.773839273,11.47653999,0.469300107,2.333136515,0.939705881,-6.689265424,-3.49683181,20.353374,1.2478962,0.02982521,1.218071,,,NOT_AVAILABLE,216.1691374,31.99348737,,
6.04691E+17,133.536339,0.045681642,11.45818568,0.029768098,0.704940921,0.070030512,-2.021995102,-2.103521022,15.650941,0.9134321,0.37399578,0.53943634,,,NOT_AVAILABLE,216.4082691,32.38466691,5439.5,0.205
6.0473E+17,133.8229812,0.350842304,11.82154448,0.176848341,0.665244591,0.392291308,-5.101087438,-12.409067,19.10834,2.09523,0.95625687,1.1389732,,,NOT_AVAILABLE,216.1573017,32.79226418,,
6.047E+17,133.1271816,0.227857773,11.39278198,0.133824385,0.133607059,0.290941646,-6.40427488,1.490982478,18.725695,1.480093,0.6683445,0.8117485,,,NOT_AVAILABLE,216.2781072,31.99353523,,
6.04743E+17,133.693427,0.492781271,11.83202522,0.290999706,0.522750465,0.618567295,1.074904328,-3.974873672,19.720901,0.65659714,0.15677452,0.49982262,,,NOT_AVAILABLE,216.0827924,32.68153468,,
6.04687E+17,133.1944586,0.803231965,11.36010634,0.516534051,3.75114176,1.049578698,-15.08264944,-9.461654299,20.32331,2.009781,0.49038696,1.5193939,,,NOT_AVAILABLE,216.3459161,32.03949315,,
6.04715E+17,133.6241274,1.176922364,11.49799853,0.869958041,-0.013588225,1.565552316,-2.374866051,-0.348193351,20.61008,2.0612373,0.77581024,1.2854271,,,NOT_AVAILABLE,216.4085509,32.47946476,,
6.04837E+17,133.7326036,30.4737638,11.91176593,3.70339527,,,,,20.829939,1.0909195,-0.470953,1.5618725,,,NOT_AVAILABLE,216.0158091,32.74974232,,
6.04747E+17,133.6172214,18.22050491,11.92052018,6.988448257,,,,,21.212107,,,,,,NOT_AVAILABLE,215.9502385,32.65086116,,
6.0463E+17,133.4965584,0.324116378,11.14261406,0.208515328,2.273671335,0.454388554,-4.572381188,-8.402815954,19.388805,2.4074821,1.2013817,1.2061005,,,NOT_AVAILABLE,216.7268685,32.21559554,,
6.04689E+17,133.3546481,1.098344981,11.32891887,0.680199282,2.173982154,1.671085692,-3.947292059,1.469237973,20.641232,1.3416367,0.1996479,1.1419888,,,NOT_AVAILABLE,216.4577324,32.16860151,,
6.04679E+17,133.219947,0.132404965,11.14914203,0.078688016,0.308169379,0.171853201,-2.167504829,-1.347970381,17.836788,1.0177765,0.42848206,0.58929443,,,NOT_AVAILABLE,216.5837367,31.97270889,,
6.04844E+17,133.798782,0.441281006,12.07253539,0.25820023,1.411499421,0.611441803,-20.48435356,-0.990481961,19.600653,2.2494888,1.1567993,1.0926895,,,NOT_AVAILABLE,215.8741773,32.87571165,,
6.04696E+17,133.0769564,4.547083271,11.28253147,3.659189131,,,,,21.149128,,,,,,NOT_AVAILABLE,216.3712878,31.90227323,,
6.04633E+17,133.4903776,0.020453889,11.19934003,0.012047869,1.740460953,0.025423023,-8.527808856,-4.441901235,13.411812,0.79902554,0.31782913,0.4811964,,,NOT_AVAILABLE,216.663123,32.23421185,5875,0.0747
6.04668E+17,133.6881504,0.183730252,11.48461986,0.105867239,-0.021960107,0.236270462,-1.442660513,-3.973920182,18.52583,1.3114643,0.5581665,0.7532978,,,NOT_AVAILABLE,216.4543411,32.53068964,,
6.04745E+17,133.5149315,0.279866931,11.83441252,0.178123847,0.58564148,0.351544196,-6.42007828,-1.649356222,19.279078,1.7370491,0.8033447,0.9337044,,,NOT_AVAILABLE,215.9933227,32.52390956,,
6.04698E+17,133.0332944,0.785087968,11.34154526,0.486889393,2.560624032,1.00191251,-4.871260424,4.795092534,20.325321,1.8001919,0.61849976,1.1816921,,,NOT_AVAILABLE,216.2869691,31.88845892,,
6.04741E+17,133.5866127,1.124794326,11.78073223,0.641394886,2.190421355,1.243690875,-8.493348418,4.047327056,20.739883,1.9372902,0.6665249,1.2707653,,,NOT_AVAILABLE,216.0860295,32.5651079,,
6.04837E+17,133.7593356,29.35275395,11.90538341,6.429050762,,,,,21.154076,,,,,,NOT_AVAILABLE,216.0357179,32.77082801,,
6.04843E+17,133.6824181,0.318168041,12.06067781,0.204171222,0.613801213,0.443417535,2.551400074,0.578636718,19.37136,1.6474609,0.7483349,0.89912605,,,NOT_AVAILABLE,215.8305388,32.76733923,,
6.04745E+17,133.5320012,0.071108198,11.84189372,0.046176243,0.495155886,0.090184041,3.79326465,-7.363813818,16.959475,1.0608463,0.45282745,0.6080189,,,NOT_AVAILABLE,215.9935663,32.54221364,5371.4,0.2668
6.04703E+17,133.0891112,0.069634744,11.46643659,0.042441654,1.266771592,0.085010046,3.949496989,0.146263442,16.82843,1.7039137,0.8062897,0.897624,,,NOT_AVAILABLE,216.1808065,31.99080792,4137.4966,0.99
6.04718E+17,133.6729245,0.387283172,11.5876449,0.259711484,1.171276022,0.473986337,-8.508842629,-3.535137297,19.574337,2.362112,1.1255283,1.2365837,,,NOT_AVAILABLE,216.3360637,32.56062174,,
6.04692E+17,133.4990239,0.82870865,11.48345637,0.459482588,0.709538538,1.293929453,0.216862914,-3.57194379,20.445408,0.6278076,0.054534912,0.5732727,,,NOT_AVAILABLE,216.3628629,32.36218792,,
6.04708E+17,133.3663574,0.081769686,11.56443552,0.046564054,0.761250975,0.117703187,1.141001557,-10.83400244,16.63904,1.0828247,0.46582985,0.61699486,,,NOT_AVAILABLE,216.2111087,32.27846654,5019.713,0.17
6.04669E+17,133.7584393,0.072384211,11.48433364,0.051354625,2.099582406,0.085493988,-6.516047832,-12.76193085,16.849598,1.9519434,0.967886,0.9840574,,,NOT_AVAILABLE,216.489166,32.59300572,4120.9526,0.4373
6.04699E+17,133.1378039,0.087830072,11.39317085,0.051834328,0.277651331,0.111373303,-4.352926145,-0.830030644,17.135727,0.84830093,0.33877182,0.5095291,,,NOT_AVAILABLE,216.2828803,32.00313718,,
6.04731E+17,133.7824799,0.403321738,11.82349487,0.192456946,1.791934276,0.504006655,0.116089084,-11.30519018,15.23713,1.5485773,0.69991493,0.8486624,,,NOT_AVAILABLE,216.1354266,32.75709306,4255,1.109
6.04838E+17,133.7849502,1.351745441,11.94959148,0.978123879,-1.808638475,1.71654667,-0.859271927,-4.447132141,20.67639,1.2667389,0.512619,0.7541199,,,NOT_AVAILABLE,216.0004223,32.812084,,
6.04743E+17,133.6938513,0.095347859,11.84404979,0.055335569,0.391020528,0.119085611,-8.276248702,-2.516868313,17.05218,1.0519505,0.43614578,0.6158047,,,NOT_AVAILABLE,216.0700274,32.68695075,5122.3174,0.62
6.04634E+17,133.4586646,5.829818209,11.21076501,3.589807476,,,,,21.165163,,,,,,NOT_AVAILABLE,216.635282,32.21089831,,
6.0472E+17,133.5898698,0.858181939,11.58723114,0.548172197,-0.837728268,1.292314119,0.383366707,-3.941672123,20.464935,1.718832,0.51938057,1.1994514,,,NOT_AVAILABLE,216.2958549,32.48665859,,
6.04844E+17,133.8106124,0.340612848,12.07445908,0.205641216,-0.551743402,0.458171212,-3.164070027,1.789793649,19.391596,1.5414867,0.69654274,0.844944,,,NOT_AVAILABLE,215.8778393,32.88702877,,
6.04742E+17,133.5960519,0.159809738,11.84301171,0.116545339,0.323799843,0.206639673,-8.977745167,-1.561743488,18.252813,1.3268337,0.5877571,0.7390766,,,NOT_AVAILABLE,216.0235222,32.59960417,,
6.04686E+17,133.2212087,0.366052501,11.32770044,0.214997238,0.593956476,0.470009329,-11.91727349,-3.006809923,19.350574,2.375183,1.1591072,1.2160759,,,NOT_AVAILABLE,216.3936479,32.04954693,,
6.04692E+17,133.5226621,0.07536442,11.45995861,0.047522552,0.76866493,0.112045555,1.601680871,-7.073366019,16.833332,1.2069798,0.5282326,0.6787472,,,NOT_AVAILABLE,216.3996623,32.37326581,4933,0.1095
6.0464E+17,133.5443879,0.148448332,11.23371782,0.084135751,2.282126704,0.197223146,-49.04451833,13.98078176,17.656155,2.4422302,1.282505,1.1597252,,,NOT_AVAILABLE,216.6529133,32.29677416,,
6.04743E+17,133.6898653,1.985332528,11.8280306,1.614931331,,,,,20.977161,1.1895485,0.18178749,1.007761,,,NOT_AVAILABLE,216.0853654,32.67669536,,
6.04703E+17,133.1156316,0.921323537,11.46709927,0.533429018,0.591139842,1.229494826,-4.771876987,-7.389055436,20.618193,1.3625526,0.3510704,1.0114822,,,NOT_AVAILABLE,216.1930284,32.01465228,,
6.04686E+17,133.2928713,3.26495459,11.31262661,1.794551359,,,,,18.886581,1.5895748,-0.65676117,2.246336,,,NOT_AVAILABLE,216.4448735,32.10682618,,
6.04747E+17,133.6306342,2.816573178,11.93526441,2.367869854,,,,,20.952688,1.1056423,-0.16825294,1.2738953,,,NOT_AVAILABLE,215.9408483,32.6689475,,
6.04844E+17,133.8023765,0.419574147,12.0803567,0.256713485,0.358926364,0.537224943,1.130077588,-6.703782397,19.67777,0.85778236,0.4063835,0.45139885,,,NOT_AVAILABLE,215.8674574,32.88216751,,
6.04821E+17,133.8665082,1.896880435,11.80078902,1.622445835,,,,,20.920086,1.2785015,0.07702446,1.201477,,,NOT_AVAILABLE,216.2009808,32.82223463,,
6.04824E+17,133.8612476,2.34223133,11.86512147,0.801642569,,,,,20.618265,1.7095222,0.20051575,1.5090065,,,NOT_AVAILABLE,216.1289025,32.84453254,,
6.04722E+17,133.5161913,17.22117614,11.64628145,3.464099301,,,,,21.028576,,,,,,NOT_AVAILABLE,216.1963611,32.44605307,,
6.04722E+17,133.5645784,0.346807317,11.65598931,0.181620986,1.386754253,0.430662278,4.577963762,-8.543474745,19.233095,1.5222397,0.67324257,0.8489971,,,NOT_AVAILABLE,216.2095492,32.49313029,,
6.04742E+17,133.6030938,0.163003284,11.84091839,0.115672614,1.21333167,0.207848986,11.36777364,-9.105182116,18.06021,2.3931541,1.2498074,1.1433468,,,NOT_AVAILABLE,216.0292058,32.60498525,,
6.04718E+17,133.685719,0.066176847,11.58558545,0.044957387,0.068963306,0.07837455,1.217872275,-4.56276802,16.49058,0.18439293,0.04583168,0.13856125,,,NOT_AVAILABLE,216.3445463,32.57112082,9305,0.6675
6.04699E+17,133.1555737,0.279442572,11.37567603,0.177433383,0.255354193,0.366956225,-1.070064019,-2.787677684,19.05204,0.8367958,0.2620945,0.5747013,,,NOT_AVAILABLE,216.3102609,32.01153038,,
6.04639E+17,133.5078952,0.231695493,11.23366173,0.136055591,1.079718088,0.322411573,-13.98484866,-2.284791181,18.747646,1.6921692,0.7473202,0.944849,,,NOT_AVAILABLE,216.635005,32.26434041,,
6.04705E+17,133.0947334,3.548728239,11.54151231,3.5073149,,,,,20.120302,1.6163158,-0.4755535,2.0918694,,,NOT_AVAILABLE,216.1032596,32.02745142,,
6.04682E+17,133.2588303,0.019346222,11.26050414,0.012081192,2.266856945,0.024889934,24.95688338,-6.927666611,13.208233,0.8645029,0.35489082,0.5096121,,,NOT_AVAILABLE,216.4839033,32.05450478,5748,0.0373
6.04637E+17,133.5736929,0.031459303,11.2083331,0.020190114,2.095735178,0.042261176,-10.93445772,-7.555010604,12.934388,0.82655525,0.33159733,0.49495792,,,NOT_AVAILABLE,216.6945441,32.31202223,5829.3335,0.1257
6.04746E+17,133.4632255,0.317054325,11.84471871,0.18363153,0.566572334,0.346462094,-0.154727087,0.104602186,19.301226,0.72177315,0.27511215,0.446661,,,NOT_AVAILABLE,215.9570923,32.48227357,,
6.04845E+17,133.7188058,0.198911919,12.08047633,0.11443852,0.951816224,0.249054574,4.063668665,2.580182769,17.700508,1.1182442,0.4023075,0.71593666,,,NOT_AVAILABLE,215.8267791,32.80793674,,
6.0468E+17,133.2770147,0.045753418,11.22271618,0.027283762,2.772247491,0.058155465,-17.27598549,7.900317479,15.715315,1.8701372,0.9169216,0.9532156,,,NOT_AVAILABLE,216.5332051,32.05463244,3917,
6.04723E+17,133.7778439,0.62402986,11.58957758,0.403359207,0.625346659,0.769792772,-1.072307092,-5.725139104,20.195377,1.8467903,0.704792,1.1419983,,,NOT_AVAILABLE,216.3853972,32.65464602,,
6.04669E+17,133.7120557,2.589337405,11.47215615,1.876913852,,,,,20.967161,1.2548714,0.16217422,1.0926971,,,NOT_AVAILABLE,216.4794795,32.54666035,,
6.04639E+17,133.693151,0.820049402,11.27971732,0.503445076,-0.48741509,1.036158563,-3.091451851,4.287884914,20.451544,1.9556828,0.6667328,1.28895,,,NOT_AVAILABLE,216.6768932,32.44840843,,
6.04669E+17,133.6872868,0.3280396,11.48804245,0.179963606,0.133244164,0.401768394,1.076224408,-1.172624825,19.251543,1.0377827,0.36125183,0.67653084,,,NOT_AVAILABLE,216.4502374,32.53136782,,
6.04708E+17,133.4100653,0.443787073,11.57224703,0.120587872,-0.038095704,0.551084629,-1.011833607,-1.918158732,17.235855,0.9724064,0.4026451,0.5697613,,,NOT_AVAILABLE,216.2240667,32.32059268,,
6.0464E+17,133.5559132,1.442878465,11.26475983,0.849430919,0.359684389,2.550355559,-3.061231298,-9.979753346,20.78988,1.9161301,0.38864708,1.527483,,,NOT_AVAILABLE,216.6253299,32.32018114,,
6.04712E+17,133.2209679,22.51641452,11.61037563,4.338569626,,,,,21.12973,,,,,,NOT_AVAILABLE,216.0909756,32.16861572,,
6.04705E+17,133.0812431,0.633871043,11.53823271,0.43285021,1.310017957,0.88579541,2.641531215,-4.205989395,20.255493,1.7967281,0.636322,1.1604061,,,NOT_AVAILABLE,216.1002013,32.01408215,,
6.0464E+17,133.460122,0.022555322,11.22765047,0.014051591,1.387201708,0.028655565,-12.29847254,9.104086305,14.213083,0.83347034,0.3263235,0.50714684,,,NOT_AVAILABLE,216.6179285,32.21936009,5690.25,0.026
6.04697E+17,133.1255195,1.116822967,11.35202626,0.846573716,1.974358186,1.498092758,-17.09628681,7.07498983,20.578302,1.8007488,0.41205215,1.3886967,,,NOT_AVAILABLE,216.3208401,31.97482888,,
6.0469E+17,133.5497606,1.649680177,11.40678365,1.262543309,,,,,20.829582,0.72227097,0.15602875,0.5662422,,,NOT_AVAILABLE,216.4700152,32.37486565,,
6.0469E+17,133.5546565,0.584227087,11.40244105,0.344968585,0.606698288,1.02015654,-0.146320581,-4.585572264,20.122965,0.79841995,0.3593769,0.43904305,,,NOT_AVAILABLE,216.4770778,32.37737824,,
6.04843E+17,133.6927862,0.398819292,12.07279019,0.273797124,0.73586323,0.50098557,0.338075001,-7.02082215,19.765282,1.8864174,0.8400955,1.0463219,,,NOT_AVAILABLE,215.8224727,32.78160505,,
6.04639E+17,133.4963617,0.248504211,11.22868876,0.140502633,1.459440873,0.334794835,-2.687350285,-3.77271895,18.91257,2.4248962,1.2579079,1.1669884,,,NOT_AVAILABLE,216.6346523,32.25198661,,
6.04669E+17,133.7344548,0.379798954,11.48641932,0.259265995,0.204313108,0.449442172,19.16588857,-12.08360866,19.566137,1.9091072,0.8686676,1.0404396,,,NOT_AVAILABLE,216.4751411,32.57258166,,
6.04637E+17,133.6476916,2.131398353,11.22976989,1.483712621,,,,,20.874435,0.7651653,-0.015987396,0.7811527,,,NOT_AVAILABLE,216.708055,32.38684059,,
6.04732E+17,133.4489538,1.001135009,11.60418717,0.515365811,-0.010000837,1.392702855,-2.599353201,-2.766780605,20.478174,0.9729595,0.29758072,0.6753788,,,NOT_AVAILABLE,216.2087645,32.36859613,,
6.04663E+17,133.7221695,0.15796646,11.35802381,0.091029332,0.490780196,0.18800773,-1.294119303,-0.27733458,18.266304,1.4698334,0.6671734,0.80266,,,NOT_AVAILABLE,216.6071142,32.5073694,,
6.0484E+17,133.8319458,1.560165642,12.01218925,1.325932971,,,,,20.752134,1.3772354,0.13965797,1.2375774,,,NOT_AVAILABLE,215.9555929,32.88000622,,
6.04684E+17,133.2282579,0.042196408,11.27340408,0.026887437,0.660712603,0.052914804,-1.159315703,-3.972017709,15.696561,0.9428873,0.39497662,0.5479107,,,NOT_AVAILABLE,216.4551277,32.03281472,5401.5,0.239
6.04669E+17,133.7117476,3.938811861,11.47403583,1.978774117,,,,,20.908627,0.8845806,-0.1085453,0.9931259,,,NOT_AVAILABLE,216.477307,32.54718068,,
6.04686E+17,133.2165871,2.113667888,11.31074679,1.629954212,,,,,20.95972,1.9694347,0.43273354,1.5367012,,,NOT_AVAILABLE,216.4095052,32.03826446,,
6.04634E+17,133.4025396,0.343689357,11.23643934,0.197059069,0.496129908,0.441728985,0.159149904,-0.277754356,19.299074,0.61857605,0.16892624,0.4496498,,,NOT_AVAILABLE,216.5802036,32.17194672,,
6.04632E+17,133.3018339,0.657736175,11.15613927,0.410291506,2.899825316,0.844241371,-10.84166454,-8.14197077,20.307198,2.3351593,0.90011024,1.435049,,,NOT_AVAILABLE,216.6165204,32.04841085,,
6.04732E+17,133.4447552,0.506007645,11.63591269,0.288042189,-2.385771624,0.751336876,-1.806099359,-3.488601032,19.785639,1.4511948,0.59337807,0.8578167,,,NOT_AVAILABLE,216.1726396,32.37821637,,
6.047E+17,133.1094309,0.87506036,11.44191237,0.55830907,1.027188043,1.114917606,-3.209015508,-0.324110769,20.454762,0.99824905,-0.001792908,1.000042,,,NOT_AVAILABLE,216.2169317,31.99851373,,
6.04702E+17,133.0150113,2.679492389,11.45846724,2.680263834,,,,,21.077065,,,,,,NOT_AVAILABLE,216.1532126,31.92160294,,
6.04744E+17,133.623368,1.459313104,11.89288056,1.1410378,0.098178757,1.723133287,-0.6359042,-5.538453489,20.763918,1.4942875,0.25839424,1.2358932,,,NOT_AVAILABLE,215.9830422,32.64476066,,
6.04686E+17,133.2392469,4.475423836,11.3262513,2.865663799,,,,,21.0996,,,,,,NOT_AVAILABLE,216.4040301,32.06495796,,
6.0471E+17,133.18915,0.127937658,11.55997591,0.081642793,5.67393577,0.17641737,-43.09946038,34.95397562,17.608816,2.5872211,1.3943462,1.1928749,,,NOT_AVAILABLE,216.1294747,32.1191276,,
6.04727E+17,133.831888,0.505503236,11.75834045,0.302030756,0.39251848,0.651732611,-7.530837121,-2.447066052,19.899166,2.1792126,0.97060394,1.2086086,,,NOT_AVAILABLE,216.2298921,32.77365608,,
6.04704E+17,133.0901025,0.240112828,11.4771908,0.143833039,0.730121052,0.29588986,0.664988479,-1.49374602,18.84695,1.5500069,0.71725845,0.8327484,,,NOT_AVAILABLE,216.1697928,31.99622519,,
6.0471E+17,133.1433317,1.357744797,11.52088614,0.761914166,-0.650732085,1.876122713,-2.183216701,-3.191301527,20.627575,0.5571995,-0.10176849,0.658968,,,NOT_AVAILABLE,216.1489968,32.06194584,,
6.04844E+17,133.8186943,59.84233189,12.09823028,18.65831509,,,,,21.218527,,,,,,NOT_AVAILABLE,215.8560294,32.90412145,,
6.04634E+17,133.3895277,0.302155958,11.23510965,0.191271646,-0.150703527,0.405914842,-0.961821604,0.019517496,19.204159,1.1273518,0.44108772,0.68626404,,,NOT_AVAILABLE,216.5752296,32.15982554,,
6.04639E+17,133.5151005,0.548396056,11.23567142,0.312553217,-0.166769546,0.777114153,-0.133324015,0.02698386,19.974102,0.8054924,0.081502914,0.7239895,,,NOT_AVAILABLE,216.6363999,32.27159252,,
6.04638E+17,133.6824175,20.37178331,11.26587137,11.08475201,,,,,21.148512,,,,,,NOT_AVAILABLE,216.6864584,32.43300226,,
6.04637E+17,133.5737497,0.198332036,11.22433954,0.112114646,0.195092275,0.287879769,-7.501644534,-3.133857437,18.459007,1.1287518,0.46665573,0.662096,,,NOT_AVAILABLE,216.6774245,32.31886938,,
6.04839E+17,133.7211624,1.963283668,11.97350385,1.188846017,-0.381512206,1.553176377,-3.101109812,0.909094036,20.78182,0.85245323,0.068136215,0.784317,,,NOT_AVAILABLE,215.9435561,32.7653882,,
6.0471E+17,133.2267044,0.576950045,11.55846104,0.3770771,-0.071642215,0.788161153,0.652429997,-4.260616241,20.012539,1.5798988,0.53787994,1.0420189,,,NOT_AVAILABLE,216.1493962,32.15186021,,
6.04693E+17,133.2794598,4.358704878,11.39099371,2.385919459,,,,,19.542055,1.5556507,-0.702816,2.2584667,,,NOT_AVAILABLE,216.3544672,32.12806886,,
6.04634E+17,133.4425974,0.350582582,11.22760908,0.210951721,0.963694687,0.504972292,1.632636501,-14.60058495,19.48573,2.1515083,1.0343285,1.1171799,,,NOT_AVAILABLE,216.6093508,32.20377796,,
6.04705E+17,133.2343776,0.586065195,11.45118101,0.330977763,2.27834324,0.843707578,-7.504216522,-30.39177908,19.935026,2.5907059,1.2505436,1.3401623,,,NOT_AVAILABLE,216.2680128,32.11344186,,
6.04687E+17,133.188676,0.608134804,11.36523298,0.372539643,2.139377813,0.786112494,-2.794127859,-13.09750796,19.902248,2.1096458,0.8130894,1.2965565,,,NOT_AVAILABLE,216.3376075,32.03652392,,
6.047E+17,133.1226572,0.091054384,11.43257648,0.05540504,0.091068709,0.114423447,-4.491106961,0.693048117,17.257837,0.76841164,0.27860832,0.4898033,,,NOT_AVAILABLE,216.233365,32.00632424,,
