RA_ICRS,DE_ICRS,Source,GLON,GLAT,plx,Gmag,BP-RP
133.3011784,11.67456347,6.05E+17,216.06118,32.26688239,1.1818,14.514075,0.880238
133.272233,11.57990396,6.05E+17,216.1486089,32.20134597,1.1036,12.499616,0.794888
133.2886122,11.59878203,6.05E+17,216.1363526,32.22384709,1.1107,15.558508,1.308152
132.9520686,11.42710699,6.05E+17,216.1560368,31.85243955,1.117,12.977118,0.760168
133.0456665,11.53033085,6.05E+17,216.0913375,31.979139,1.1865,10.585022,1.305739
133.0613656,11.51870394,6.05E+17,216.1114101,31.98819098,1.1663,12.688679,0.709705
133.239851,11.68398016,6.05E+17,216.0212451,32.21633827,1.1634,17.614906,1.889883
133.0787925,11.39710541,6.05E+17,216.2498608,31.9523691,1.1126,14.932117,0.939734
133.1811207,11.61050595,6.05E+17,216.0714417,32.13326048,1.1117,15.037209,0.964382
133.1634549,11.62887746,6.05E+17,216.0431661,32.12528819,1.1491,17.586397,2.112036
132.952232,11.46033149,6.05E+17,216.1206515,31.86660395,1.1694,17.354807,1.949434
132.9814092,11.40284893,6.05E+17,216.1962246,31.86826829,1.138,13.152819,0.740482
132.9878431,12.19771476,6.05E+17,215.3478411,32.2068602,1.0433,16.373165,1.383334
132.542325,11.95348768,6.05E+17,215.3959104,31.70908244,1.2839,16.820393,1.548463
133.1282102,12.07135843,6.05E+17,215.5511738,32.27912372,1.1397,13.074937,0.76813
132.819706,11.58127892,6.05E+17,215.9271562,31.7997727,1.2224,16.056515,1.269531
132.4859218,11.94812145,6.05E+17,215.3745966,31.65669216,1.1562,13.140254,0.743538
133.0175703,11.60003821,6.05E+17,216.0031323,31.98351325,1.1452,15.846274,1.415438
132.7860572,12.1456594,6.05E+17,215.3070223,32.00580861,1.1535,17.076534,1.654993
132.4422994,12.0583562,6.05E+17,215.2359774,31.66382309,1.1472,15.337502,1.058691
132.7226326,11.74295307,6.05E+17,215.7075635,31.78136635,1.1284,13.460049,0.823274
132.4922146,11.89564149,6.05E+17,215.4336383,31.64038678,1.2097,17.536242,1.952181
132.8394949,11.55202278,6.05E+17,215.9679831,31.80505085,1.1574,15.349098,1.265666
132.6879294,11.60066353,6.05E+17,215.8426481,31.69079938,1.1576,15.369655,1.27966
132.7320023,11.87073453,6.05E+17,215.5755131,31.84317487,1.043,11.835183,0.772737
132.6168462,11.91403865,6.05E+17,215.4738343,31.75888107,1.1337,14.034624,0.821164
132.7325359,11.76486741,6.05E+17,215.688933,31.79935184,1.1978,17.914791,1.978655
132.5881136,11.97690964,6.05E+17,215.3928413,31.75956275,1.2423,15.258778,1.121573
132.7460386,11.81668846,6.05E+17,215.6400633,31.83305141,1.051,16.074507,
133.1422134,12.07476757,6.05E+17,215.5542528,32.29299303,1.0335,13.122708,0.757096
132.8383813,11.76464341,6.05E+17,215.7402769,31.89334805,1.1434,12.121811,0.758278
132.899994,11.77598933,6.05E+17,215.7579124,31.95286986,1.1492,12.52575,0.895075
132.6541058,11.90128693,6.05E+17,215.50537,31.78668416,1.1252,14.238853,1.025257
132.8590488,11.89776118,6.05E+17,215.6077875,31.96741686,1.1579,10.202436,1.238349
132.7533077,11.81465369,6.05E+17,215.6457432,31.83866214,1.1164,14.466602,0.868252
132.4635247,12.16499218,6.05E+17,215.1321222,31.72701683,1.2647,16.852482,1.547796
133.1304812,12.11359576,6.05E+17,215.506838,32.2987241,1.2449,15.416556,1.084013
132.8217918,11.58689796,6.05E+17,215.922169,31.80398982,1.2182,16.503166,1.435098
132.8285305,11.58823716,6.05E+17,215.9240061,31.81054221,1.1691,15.904092,1.215483
132.5889969,11.9858063,6.05E+17,215.3837537,31.76405671,1.1759,14.868432,0.943746
132.9322483,11.75411513,6.05E+17,215.7969192,31.97237412,1.15,12.973808,0.725019
132.778976,11.69694082,6.05E+17,215.7839291,31.81215725,1.0666,15.338019,1.175543
132.8645095,11.88400979,6.05E+17,215.6251459,31.96652515,1.1395,14.032816,0.816002
132.6459333,11.89845983,6.05E+17,215.504463,31.77823734,1.1848,16.588291,1.524058
132.8099322,12.13819553,6.05E+17,215.3264684,32.02393706,1.0423,17.267881,1.689652
132.5607757,12.02912761,6.05E+17,215.3239096,31.75701091,1.2044,17.731123,1.888132
132.8355791,11.76801114,6.05E+17,215.7353216,31.89226813,1.0608,13.056709,0.760521
132.4381472,12.0408504,6.05E+17,215.2526929,31.65284574,1.0921,13.401847,0.725181
132.8746742,11.98397093,6.05E+17,215.5229426,32.01729468,1.111,17.722101,2.074072
132.9919042,12.01655432,6.05E+17,215.544414,32.1351058,1.1229,13.651166,0.771914
132.8822497,11.75243704,6.05E+17,215.7745345,31.92722776,1.1203,15.275631,1.049826
132.7484653,12.14104459,6.05E+17,215.2939665,31.97046335,1.2339,17.485973,1.788771
132.7527912,11.67813838,6.05E+17,215.7913502,31.78099233,1.0805,15.154915,1.018312
132.8463885,11.90138445,6.05E+17,215.5978068,31.95767531,1.1518,14.026506,0.807715
132.8642066,11.89070532,6.05E+17,215.6178297,31.96905399,1.0246,12.618932,0.75581
132.8050935,12.12473209,6.05E+17,215.3385915,32.01403813,1.096,17.935896,2.227778
132.6301577,11.89104022,6.05E+17,215.5048089,31.76111251,1.25,16.713387,1.490806
132.8338013,11.77825305,6.05E+17,215.7235093,31.89497817,1.1485,12.637296,0.737584
132.8406526,11.734734,6.05E+17,215.773357,31.88283143,1.1054,14.020125,0.86323
132.6600386,12.12214218,6.05E+17,215.2718909,31.88397513,1.1471,13.53776,0.74395
132.8566458,11.88772454,6.05E+17,215.6173774,31.96108675,1.1137,15.347024,1.061306
132.9377731,11.79609091,6.05E+17,215.7546556,31.9948717,1.1619,11.217561,1.218514
132.5512069,11.85679199,6.05E+17,215.5034387,31.67660855,1.1391,8.217174,1.811554
133.0936665,12.10393431,6.05E+17,215.499514,32.2619725,1.0408,15.411786,1.08008
132.8279635,11.93046817,6.05E+17,215.5577872,31.95344091,1.1653,13.992372,0.797156
133.1484611,11.98116483,6.05E+17,215.6578973,32.25952887,1.1081,13.290305,0.792408
132.8327273,11.7842445,6.05E+17,215.7165824,31.89653281,1.0352,15.996343,1.146119
132.8470312,11.79639514,6.05E+17,215.7104917,31.91433634,1.1837,16.0966,1.278737
132.8801052,11.76405803,6.05E+17,215.7610657,31.93019165,1.0464,12.48864,0.759913
132.7554195,11.69966405,6.05E+17,215.7696339,31.79236059,1.1077,13.370065,0.733651
132.8177981,11.74247063,6.05E+17,215.7540396,31.8657593,1.2287,13.313775,0.772598
132.770471,11.87392217,6.05E+17,215.5906289,31.87870718,1.1908,13.713055,0.764587
132.8562956,11.87744129,6.05E+17,215.6282196,31.95647756,1.1134,13.134106,0.773084
132.8386874,11.90402114,6.05E+17,215.5912732,31.95193034,1.1077,15.93848,1.274113
132.6613288,12.11515483,6.05E+17,215.2799927,31.88221801,1.2299,17.676336,1.838774
132.7700645,11.76578831,6.05E+17,215.7060612,31.8330987,1.1551,13.37482,0.785391
132.5443918,11.87636861,6.05E+17,215.4792646,31.67872933,1.1853,16.251245,1.350477
132.8872302,11.91318253,6.05E+17,215.6048498,31.99891286,1.1319,15.527107,1.125056
132.7375587,11.98773499,6.05E+17,215.4529929,31.89695452,1.1604,12.979527,0.765189
132.8511989,11.79121066,6.05E+17,215.7180508,31.91587025,1.1019,14.766586,0.924682
132.7616959,11.88192334,6.05E+17,215.577843,31.87424966,1.0613,16.353136,1.382264
132.9955081,11.99889682,6.05E+17,215.5651025,32.13094815,1.1598,15.398789,1.083415
132.7250559,12.01026229,6.05E+17,215.4228699,31.8952272,1.1254,15.086896,1.014134
132.9857226,11.79026594,6.05E+17,215.7840788,32.03505417,1.1701,14.235974,0.825751
132.883544,11.91905484,6.05E+17,215.5967819,31.99808839,1.1948,13.513359,0.814085
132.885692,11.84460751,6.05E+17,215.6775541,31.96888116,1.0916,12.195539,0.34056
132.855387,12.04901357,6.05E+17,215.4439338,32.02725235,1.153,13.397231,1.29712
132.7266493,12.0091428,6.05E+17,215.4248335,31.89617744,1.1775,15.895231,1.349193
132.9792595,11.68064325,6.05E+17,215.8983097,31.98333738,1.1475,13.884224,0.892223
132.8293081,11.67102706,6.05E+17,215.8359601,31.84602034,1.1746,13.588771,0.747504
132.9694984,12.05219214,6.05E+17,215.4953747,32.13003438,1.2279,17.972006,1.984774
132.5949677,12.22697865,6.05E+17,215.1284806,31.86963145,1.097,14.053577,0.804563
132.7833021,11.83217834,6.05E+17,215.6414654,31.87265927,1.1919,15.246571,1.117571
132.7458859,11.80808897,6.05E+17,215.6491825,31.82931695,1.0457,15.873724,1.245377
132.4390038,11.91844566,6.05E+17,215.3837795,31.60259314,1.2502,16.34334,1.370694
132.8983602,11.5297634,6.05E+17,216.0203251,31.84799404,1.278,14.788919,0.941307
132.8821402,11.91581365,6.05E+17,215.599578,31.99548671,1.2508,16.854538,1.558981
132.7848926,11.83549486,6.05E+17,215.6386849,31.87546059,1.1165,13.444508,0.756983
132.8992736,11.81430915,6.05E+17,215.7165489,31.96827635,1.1356,13.476131,0.763116
132.7686554,11.86276735,6.05E+17,215.6016874,31.8724304,1.0307,13.883287,0.869372
132.7624215,11.87379849,6.05E+17,215.5868842,31.87149924,1.0816,14.808446,0.945863
133.0686856,11.79393925,6.05E+17,215.8202892,32.11033633,1.1984,14.706937,0.915992
132.8868103,11.89575314,6.05E+17,215.6233193,31.99125812,1.0875,14.980849,0.982609
132.8580888,11.81914474,6.05E+17,215.6914879,31.93368921,1.0358,13.106456,0.753041
132.6925025,12.08221873,6.05E+17,215.3301995,31.89624137,1.0472,15.730328,1.176662
132.9042944,12.0235594,6.05E+17,215.4947407,32.06013319,1.125,17.986334,2.010338
132.8211992,11.80447952,6.05E+17,215.6893733,31.89475756,1.1358,9.917629,1.412382
132.7771924,11.5996915,6.05E+17,215.886901,31.76972971,1.1054,14.400474,0.850749
132.874663,11.58642306,6.05E+17,215.9483147,31.85078014,1.1199,12.589792,0.757278
132.9518953,11.70635052,6.05E+17,215.8575437,31.96980588,1.1393,13.89782,0.784396
132.840032,11.81736127,6.05E+17,215.6846812,31.91689104,1.1894,15.01268,0.984475
132.7316664,12.01228222,6.05E+17,215.4238805,31.90194659,1.1163,15.266065,1.046756
132.8494087,11.64780894,6.05E+17,215.870499,31.8541365,1.1477,14.382391,0.85752
132.7613909,12.15108613,6.05E+17,215.2893883,31.98612944,1.1077,16.14014,1.315428
132.7436768,11.9942932,6.05E+17,215.4489099,31.90512828,1.1699,14.085518,0.836924
132.7564492,11.79726631,6.05E+17,215.6658456,31.83417737,1.1118,13.370718,0.782111
132.753085,12.16231548,6.05E+17,215.2733688,31.98340815,1.0263,16.382757,1.383783
132.6820738,11.75740594,6.05E+17,215.6725587,31.75136712,1.074,16.169441,1.305187
132.7682373,12.14014619,6.05E+17,215.3043993,31.98767181,1.0949,13.15455,0.776587
132.7422755,11.87286864,6.05E+17,215.5781773,31.85320012,1.1016,12.626286,1.135196
132.877226,11.6027631,6.05E+17,215.9321041,31.85992964,1.0158,15.882144,1.225628
132.8550118,11.63782005,6.05E+17,215.8838851,31.85492035,1.1395,15.026713,0.986539
132.8829071,11.89245443,6.05E+17,215.624971,31.98640976,1.1266,15.228776,1.042822
132.7895631,11.69582864,6.05E+17,215.7902359,31.82110139,1.0848,12.614074,0.932863
132.9394691,11.9647203,6.05E+17,215.574776,32.06687082,1.0034,16.433104,1.670983
133.092549,11.8174908,6.05E+17,215.8065877,32.14141141,1.2405,14.718059,0.970868
132.8699647,11.8666481,6.05E+17,215.6463674,31.96411734,1.1613,12.510128,0.862489
132.986974,12.1051649,6.05E+17,215.4468885,32.16762278,1.0593,17.881887,1.914946
132.8365823,11.66113976,6.05E+17,215.8500451,31.84833458,1.0817,13.553627,0.760314
132.7467509,11.77026599,6.05E+17,215.6900239,31.81424968,1.2048,13.31012,0.805364
132.7886753,11.55916032,6.05E+17,215.9357167,31.76288849,1.1824,14.639697,0.890769
132.7739373,11.72970156,6.05E+17,215.7464946,31.82141803,1.0888,13.88626,0.881679
132.7945761,11.89071297,6.05E+17,215.5842722,31.90715412,1.0871,16.22515,1.337414
132.7584924,11.75529778,6.05E+17,215.7116858,31.81841665,1.081,14.800416,0.937436
132.6293218,11.85452468,6.05E+17,215.5434213,31.74511108,1.1621,16.497261,1.409833
132.728109,11.58855506,6.05E+17,215.8750112,31.72142177,1.1923,16.562675,1.459481
132.9591288,11.76857612,6.05E+17,215.7944426,32.00232819,1.0919,10.511037,1.110677
132.8081786,11.8580792,6.05E+17,215.6257491,31.90560695,1.1538,17.49175,2.032717
132.743503,11.80184564,6.05E+17,215.654707,31.82458546,1.215,15.483356,1.109069
132.8602913,11.64356911,6.05E+17,215.8803003,31.86202803,1.0992,13.548698,0.747033
132.7927516,12.02542399,6.05E+17,215.4391351,31.96173544,1.1415,15.829375,1.186074
133.1713156,12.02577431,6.05E+17,215.6209703,32.29845242,1.2749,16.008198,1.25699
132.8096974,11.68588328,6.05E+17,215.8105986,31.83482502,1.1123,14.342463,0.831848
132.8695213,11.80059616,6.05E+17,215.7168571,31.93608758,1.1311,13.641905,0.856688
132.8934826,11.63260993,6.05E+17,215.9080952,31.88692401,1.1767,13.05427,0.752635
132.8839423,11.60347459,6.05E+17,215.9346011,31.86619809,1.1213,13.164083,0.753982
132.8159672,11.6750781,6.05E+17,215.8251759,31.83586288,1.0487,14.626804,0.897189
132.7635204,11.76315706,6.05E+17,215.7057143,31.82617903,1.1768,12.517296,0.796431
132.9264493,11.53529923,6.05E+17,216.0280596,31.87528781,1.1481,13.066247,0.747868
132.8977644,11.57558953,6.05E+17,215.9710951,31.86675412,1.0662,14.508287,0.88093
132.9715672,12.05888351,6.05E+17,215.4891858,32.13466045,1.0991,13.769535,0.778838
132.8222306,11.78350556,6.05E+17,215.7123042,31.8868925,1.1753,12.952729,0.736473
132.70678,11.58580616,6.05E+17,215.8676159,31.70130838,1.1723,10.959324,1.241214
132.6898634,12.17770674,6.05E+17,215.2266181,31.93357903,1.1248,14.475552,1.016466
132.8055966,11.86114706,6.05E+17,215.6212218,31.90459427,1.1797,13.136882,1.25118
132.8465748,11.65412296,6.05E+17,215.8623804,31.85426961,1.1534,14.752693,0.94094
132.7403248,12.01128091,6.05E+17,215.4291097,31.90922789,1.1472,15.547435,1.115138
132.5898497,11.83975829,6.05E+17,215.540204,31.70384448,1.1029,14.357993,0.841419
132.8011806,11.77257487,6.05E+17,215.7138288,31.86360203,1.058,13.070395,0.782191
132.7263644,12.25946598,6.05E+17,215.15637,31.99995383,1.1147,13.49795,0.740706
132.6442012,12.19967896,6.05E+17,215.1812424,31.90209178,1.1441,15.027397,0.98785
132.6959291,12.17019138,6.05E+17,215.2375753,31.93585272,1.1341,12.509089,0.861114
132.64912,11.62675279,6.05E+17,215.7960586,31.66726578,1.1256,15.06175,1.005899
133.1895489,11.91269335,6.05E+17,215.7513242,32.26745946,1.1799,14.466561,0.862541
132.5505894,11.71471649,6.05E+17,215.6547105,31.61659104,1.0468,14.966264,0.979118
132.8281703,11.85518486,6.05E+17,215.6384843,31.92216935,1.1024,12.811345,1.046161
132.7145902,12.10103037,6.05E+17,215.3206298,31.92370667,1.0007,16.14306,1.396486
133.2477475,11.94729491,6.05E+17,215.7422779,32.3336497,1.0892,15.548522,1.113043
132.8066874,11.85507808,6.05E+17,215.6282416,31.90302638,1.1287,13.474435,0.73408
133.1308437,11.86424927,6.05E+17,215.774951,32.19502034,1.1423,13.578664,0.75596
132.7812724,11.88224731,6.05E+17,215.586924,31.89178921,1.0736,13.744833,0.779264
132.8237958,11.74153093,6.05E+17,215.7579425,31.87069677,1.1166,15.008646,1.176161
132.7903451,11.98601416,6.05E+17,215.4801996,31.94317034,1.1373,13.63032,0.757627
132.7830954,11.98147927,6.05E+17,215.4815721,31.93483357,1.1033,14.585341,0.894079
132.9022033,11.9075747,6.05E+17,215.618075,32.0098817,1.1158,15.000177,1.01364
132.9096697,11.57432221,6.05E+17,215.9782272,31.87680155,1.0702,16.568264,1.47301
132.7741997,11.88630463,6.05E+17,215.5791765,31.8871968,1.1543,14.870339,0.9526
132.7825797,11.99315875,6.05E+17,215.4688149,31.93924479,1.0919,15.540224,1.125493
132.8008675,11.7874536,6.05E+17,215.6977689,31.86955517,1.2304,14.927113,0.99118
132.7007847,12.25013165,6.05E+17,215.1541699,31.97333637,1.1913,17.969896,2.030836
132.700547,12.11874244,6.05E+17,215.2949251,31.91858366,1.135,15.581143,1.343068
133.2298943,11.91688114,6.05E+17,215.7663397,32.30507292,1.1847,16.086836,1.287561
132.7072923,11.90676501,6.05E+17,215.5250882,31.83625913,1.0959,13.875679,0.784207
132.9042369,11.91387618,6.05E+17,215.6123031,32.01432189,1.1445,15.299585,1.063994
133.0326995,11.83053794,6.05E+17,215.7636431,32.09367409,1.1994,13.713814,0.763502
132.3491137,11.91021571,6.05E+17,215.3494809,31.51922979,1.1729,15.329666,1.047579
132.9045909,11.91665303,6.05E+17,215.6094981,32.01579639,1.1363,13.077852,0.761786
132.8409469,11.7215887,6.05E+17,215.787553,31.87758095,1.1395,14.346122,0.843208
132.8663991,11.8366313,6.05E+17,215.6767828,31.94839372,1.1563,14.248149,0.853248
132.8200369,11.7615717,6.05E+17,215.7346997,31.8757543,1.1073,13.979757,0.901062
132.962645,11.74128457,6.05E+17,215.8253614,31.99401369,1.1994,16.667158,1.681917
132.8101065,11.84452269,6.05E+17,215.6411839,31.90165169,1.1485,13.249936,0.758606
132.8853087,11.62365439,6.05E+17,215.9137029,31.87589556,1.0435,17.451479,1.797413
132.8228085,11.75629588,6.05E+17,215.7416797,31.87600739,1.1876,9.25286,1.52839
132.8052091,11.96463312,6.05E+17,215.5102473,31.94746862,1.1571,16.499891,1.41449
132.819526,11.75816246,6.05E+17,215.7380982,31.87387165,1.1566,12.220572,0.936444
132.7859458,11.76993526,6.05E+17,215.7092953,31.84895345,1.0876,13.297099,0.738821
132.9041848,11.61433603,6.05E+17,215.9328128,31.88875532,1.1488,14.612548,1.050587
132.7970758,11.95588531,6.05E+17,215.5157041,31.93658784,1.2404,15.509974,1.103337
132.5008538,11.98265521,6.05E+17,215.3448712,31.68436777,1.2201,17.640053,1.863039
132.7790381,11.99598615,6.05E+17,215.4640846,31.93727459,1.071,16.525898,1.474386
132.8584635,11.83208105,6.05E+17,215.6778238,31.93943556,1.143,14.548372,0.928954
132.849012,11.83035976,6.05E+17,215.6751052,31.93031326,1.0536,11.231259,1.073538
132.9136422,11.79536987,6.05E+17,215.743765,31.97311947,1.1623,16.785778,1.533519
132.7382916,12.09344695,6.05E+17,215.3401135,31.94162812,1.0899,13.833863,0.777636
132.8440558,11.68279301,6.05E+17,215.8305248,31.86406774,1.2669,16.979496,1.584578
132.8004887,11.91122023,6.05E+17,215.5651691,31.92097715,1.1207,15.068447,0.981937
132.7262006,11.9208982,6.05E+17,215.5190644,31.85897147,1.1776,14.832597,1.076834
132.9006035,11.648967,6.05E+17,215.8940638,31.9001253,1.1049,13.787212,0.782198
132.6930759,11.90861801,6.05E+17,215.5162693,31.82439337,1.097,13.488307,0.82368
132.9134147,11.83438968,6.05E+17,215.7018775,31.98925071,1.2439,12.115862,0.746146
132.8011642,11.90637916,6.05E+17,215.5706766,31.91955575,1.1463,14.016836,0.814898
132.8102275,11.74350603,6.05E+17,215.7492747,31.85946366,1.2154,15.091749,0.987851
133.0585941,12.21228313,6.05E+17,215.3661131,32.27581941,1.1416,13.592731,0.751007
132.9263729,11.8354549,6.05E+17,215.706994,32.00121563,1.2118,11.352391,1.217585
132.7912677,11.77136387,6.05E+17,215.7103374,31.85428282,1.1306,14.392676,0.87645
132.8707306,11.85384857,6.05E+17,215.6604412,31.95944608,1.0944,17.078728,1.635908
132.9564797,11.53263903,6.05E+17,216.0454953,31.90085501,1.1783,15.591056,1.127917
132.9069991,11.61770253,6.05E+17,215.9305801,31.89267181,1.2888,12.233233,0.543013
132.3943572,11.85712643,6.05E+17,215.4277635,31.53729045,1.0762,9.089436,1.493635
132.7272478,12.16761938,6.05E+17,215.2553156,31.96263521,1.0535,16.84378,1.563252
132.877352,11.82032942,6.05E+17,215.699519,31.9513091,1.1607,12.554881,0.776466
132.7151638,11.91789087,6.05E+17,215.5169736,31.84790323,1.1968,16.953798,1.601776
