RA_ICRS,DE_ICRS,Source,GLON,GLAT,plx,Gmag,BP-RP
132.654875,12.02297948,6.05E+17,215.3755844,31.83812311,1.0549,15.826992,1.195908
132.7111624,11.92538602,6.05E+17,215.5070317,31.84747475,1.2218,15.884307,1.221144
132.7837663,12.01846942,6.05E+17,215.4422711,31.95084872,1.1132,13.471792,0.78532
132.5644824,12.15443699,6.05E+17,215.191617,31.81241733,1.173,16.799816,1.528965
132.7767809,11.79184139,6.05E+17,215.6814534,31.84998044,1.2378,16.08879,1.28392
132.8102161,11.74470949,6.05E+17,215.7479827,31.85995797,1.1279,15.482388,1.081726
132.821215,11.86804295,6.05E+17,215.6213699,31.92136209,1.0179,16.97982,1.670919
132.7695349,12.07200604,6.05E+17,215.3780725,31.96048851,1.1506,13.417308,0.752459
132.8773211,11.81521169,6.05E+17,215.7049818,31.94913959,1.1192,13.167013,0.797591
132.8272065,11.82263072,6.05E+17,215.6728544,31.9076948,1.1695,12.504985,0.791944
132.8667962,11.70967207,6.05E+17,215.8127964,31.89555942,1.0784,17.870253,2.083349
133.0322424,12.20228858,6.05E+17,215.3642213,32.24823866,1.222,16.148342,1.314802
132.7333135,11.89775954,6.05E+17,215.5472395,31.85563255,1.1025,13.514961,0.750299
132.4539603,11.80688489,6.05E+17,215.5099421,31.56928019,1.0741,15.149161,1.207684
132.8038018,11.89783431,6.05E+17,215.5810933,31.9183313,1.1006,15.323162,1.051054
132.8360526,11.75702412,6.05E+17,215.7472998,31.8880854,0.9986,15.52001,1.274697
132.9383653,11.94869551,6.05E+17,215.5914279,32.05920172,1.1428,13.441981,0.741394
132.8109477,11.81404093,6.05E+17,215.674199,31.88964646,1.0396,16.924109,1.567833
133.0803682,11.60954208,6.05E+17,216.0234766,32.0433191,1.0933,16.252703,1.340536
132.9257827,11.60228324,6.05E+17,215.9561703,31.90288303,1.2827,17.528156,1.786474
132.8356741,11.77121213,6.05E+17,215.7319441,31.89369353,1.2055,12.796559,0.609259
132.7877069,12.05060184,6.05E+17,215.4097318,31.96773637,1.1375,13.579893,0.750126
132.7943996,11.90948509,6.05E+17,215.5640949,31.91483898,1.2279,16.010353,1.268796
133.0021356,11.87476088,6.05E+17,215.7014624,32.08500528,1.1966,15.06096,0.984512
132.6736262,11.90904612,6.05E+17,215.5064595,31.80727967,1.1506,16.795275,1.512474
133.2051367,11.86896196,6.05E+17,215.805846,32.26302939,1.2307,13.361649,0.745099
132.7188361,12.14908794,6.05E+17,215.271158,31.94745779,1.0707,15.271369,1.025291
132.8278152,11.7840758,6.05E+17,215.7143909,31.89209567,1.2109,12.372067,1.013721
132.9328157,11.94513411,6.05E+17,215.5925723,32.05278138,1.1547,10.230365,1.256725
132.8707475,11.84252226,6.05E+17,215.672575,31.95472377,1.2021,10.233725,1.26936
132.7208524,11.73401662,6.05E+17,215.7162487,31.77603836,1.0569,17.460045,1.778952
132.7646803,11.86122555,6.05E+17,215.6014216,31.8682519,1.1629,16.718943,1.526012
132.9579544,11.55513504,6.05E+17,216.0221759,31.91163779,1.1682,12.581479,0.744027
133.1098378,11.69102131,6.05E+17,215.9505368,32.10374948,1.2454,12.258823,1.13265
132.6366277,12.08577427,6.05E+17,215.2996285,31.84803554,1.0153,16.511122,1.615736
132.8857617,11.81445978,6.05E+17,215.7098623,31.95632812,1.2342,11.032255,0.290251
132.7413482,12.10551987,6.05E+17,215.3286396,31.94936724,1.2177,17.23161,1.693367
133.0773445,11.74064654,6.05E+17,215.8816028,32.09569471,1.1925,10.144121,1.238836
132.8346605,11.76456537,6.05E+17,215.7385628,31.8900079,1.1116,13.024863,0.751064
132.8802221,11.83085742,6.05E+17,215.6896349,31.95826608,1.1427,16.132605,1.537443
132.9726683,11.64239157,6.05E+17,215.9360351,31.96141266,1.1317,12.550316,0.75906
132.883074,11.88658654,6.05E+17,215.6313366,31.98410594,1.1766,12.952826,0.743105
132.9247207,11.72699242,6.05E+17,215.8223009,31.95431123,1.1353,12.577145,0.749269
133.0334865,12.26573163,6.05E+17,215.296554,32.27566685,1.1442,16.505993,1.436798
132.9540269,11.72773876,6.05E+17,215.8356881,31.98067302,1.1993,15.092486,1.008287
132.8142787,11.86609815,6.05E+17,215.6201081,31.91438262,1.1043,14.837015,0.936858
132.8799373,11.88832129,6.05E+17,215.6279663,31.98204243,1.1358,13.580353,0.770648
132.8600852,11.73074941,6.05E+17,215.7870132,31.89843417,1.1676,11.25281,0.147577
132.9744827,11.65133726,6.05E+17,215.9273466,31.9667838,1.1122,14.363065,0.845632
132.8013577,11.88213057,6.05E+17,215.5967239,31.90959691,1.2523,15.987879,1.512042
132.8028401,11.87844519,6.05E+17,215.6013822,31.90937454,1.1929,10.219055,1.250127
132.8884868,11.99476713,6.05E+17,215.518014,32.03407721,1.1133,13.664985,0.820933
132.9701384,11.58275417,6.05E+17,215.9985758,31.93408903,1.1373,14.783168,1.016766
132.7611762,12.11102058,6.05E+17,215.3322453,31.96928586,1.1644,16.704493,1.521699
132.8114521,11.78999358,6.05E+17,215.700162,31.88002796,1.1458,12.695208,0.742467
132.9274642,11.61369694,6.05E+17,215.9447874,31.90917656,1.1155,16.356857,1.36236
132.8856783,11.80669071,6.05E+17,215.7181377,31.95300171,1.1155,14.027974,0.803229
132.7984609,11.81404129,6.05E+17,215.6681744,31.87854624,1.1436,13.64413,0.773459
132.4378441,11.92167084,6.05E+17,215.3797823,31.60290782,1.2071,17.608957,1.854836
132.8428147,11.73582665,6.05E+17,215.7732339,31.88521139,1.1406,16.05737,1.275
132.9293977,11.60800422,6.05E+17,215.95181,31.90850154,1.1449,13.996099,0.913632
132.8982937,11.65893934,6.05E+17,215.8822845,31.90226095,1.0652,16.671192,1.492937
132.7841936,11.92663291,6.05E+17,215.5408266,31.91292566,1.1525,15.523563,1.112178
132.8000564,11.80741505,6.05E+17,215.676031,31.87719121,1.1154,14.704531,0.907276
132.957361,11.66622954,6.05E+17,215.9031147,31.95782171,1.1194,14.429008,1.021743
133.0212144,11.88593924,6.05E+17,215.6986898,32.10663885,1.1036,17.897476,1.926655
132.9051611,11.78213798,6.05E+17,215.7538295,31.96003858,1.0921,13.860954,0.825378
132.8222928,11.76755375,6.05E+17,215.7293929,31.8802659,1.1156,13.790198,0.774545
132.8413773,11.88580269,6.05E+17,215.6120763,31.94670971,1.1956,15.086282,1.002845
133.0521594,11.87593097,6.05E+17,215.7243731,32.12996267,1.0323,13.938669,0.899027
132.839113,11.73356775,6.05E+17,215.7738596,31.88097392,1.2605,16.641779,1.465111
132.8921205,11.7821516,6.05E+17,215.7475126,31.94845243,1.1135,14.041669,0.806494
132.8602046,11.71087331,6.05E+17,215.8083231,31.89020436,1.0798,16.268707,1.327797
132.6527485,11.81535412,6.05E+17,215.5965384,31.74955729,1.0819,12.915257,0.786579
132.9414892,11.73592239,6.05E+17,215.8208609,31.97296085,1.1166,13.254741,0.738743
132.9147072,11.75036749,6.05E+17,215.7924448,31.95521129,1.1761,15.125658,1.012053
132.9065277,11.94570548,6.05E+17,215.5792949,32.02964892,1.0754,14.271758,0.851677
133.0797793,11.86440754,6.05E+17,215.7500848,32.14969529,1.271,17.761267,1.872574
132.8672327,11.82429402,6.05E+17,215.6903905,31.9439726,1.1657,12.682101,0.662598
132.7290622,11.94728499,6.05E+17,215.4922067,31.87252904,1.2668,15.45921,1.298647
132.9264672,11.85639741,6.05E+17,215.6846078,32.01006025,1.2565,10.970538,1.241762
132.843309,11.8581088,6.05E+17,215.6426546,31.93685026,1.1426,13.162636,0.753302
132.8768429,11.81618842,6.05E+17,215.7037055,31.94912335,1.2691,11.813144,1.187643
132.9997017,11.84295233,6.05E+17,215.7343847,32.06953712,1.1556,17.367565,1.937029
132.9711707,11.68156671,6.05E+17,215.8934009,31.97653586,1.1455,13.22327,0.767525
132.6681792,12.04400863,6.05E+17,215.359456,31.85871042,1.1524,13.714667,0.752822
132.8151102,11.84893981,6.05E+17,215.6388703,31.90794737,1.2449,12.783987,1.03065
133.0436219,11.9166755,6.05E+17,215.6765382,32.13940323,1.2703,17.56716,1.973276
132.9105754,11.6661363,6.05E+17,215.8805406,31.91619941,1.2116,17.09779,1.954435
132.9834401,11.65381212,6.05E+17,215.9290436,31.97578457,1.1111,14.458455,0.886338
132.8856854,11.70144361,6.05E+17,215.8307354,31.90889703,1.1015,14.383496,0.995703
132.8739686,11.75182331,6.05E+17,215.7711874,31.9196095,1.025,17.257101,1.689119
132.9797578,11.66115572,6.05E+17,215.9194015,31.97559664,1.1227,14.219932,0.829306
132.9371526,12.13644214,6.05E+17,215.3893651,32.13633134,1.1283,13.572919,0.754278
132.844967,11.80048202,6.05E+17,215.7051227,31.91421251,1.1978,10.165702,1.247888
132.8604625,11.82230575,6.05E+17,215.6892507,31.93712218,1.1514,13.349639,0.761344
132.9462054,11.70826877,6.05E+17,215.8527355,31.96555338,1.1267,15.105302,0.99653
132.7156542,12.00685826,6.05E+17,215.4220012,31.88544924,1.1231,13.311373,0.751332
132.5000566,11.94667908,6.05E+17,215.3829132,31.66865891,1.1771,13.394357,0.744427
132.8199024,11.84415964,6.05E+17,215.646296,31.91020838,1.159,13.03675,0.761087
133.0539132,11.75802951,6.05E+17,215.8516223,32.08215735,1.1329,17.667074,2.112856
132.8722627,11.75766747,6.05E+17,215.7641113,31.92054247,1.1643,12.682125,1.102594
132.8190027,11.90419851,6.05E+17,215.5816015,31.93450405,1.1198,13.414996,0.790013
132.8300581,11.82342901,6.05E+17,215.6733761,31.91056383,1.1084,13.730865,0.762071
132.6194878,11.89167453,6.05E+17,215.4990022,31.7518909,1.2556,16.380516,1.425693
132.842201,11.80775222,6.05E+17,215.6960092,31.91479723,1.0839,15.455043,1.143321
132.9442896,11.71242348,6.05E+17,215.8473624,31.96559371,1.1321,16.3646,1.510033
132.9917916,11.97292708,6.05E+17,215.5911815,32.11681165,1.0551,16.668396,1.785157
132.4857168,11.89542663,6.05E+17,215.4307493,31.6345196,1.209,17.540033,1.960983
132.8612665,11.93670218,6.05E+17,215.5671443,31.98565146,1.1844,15.474914,1.367652
132.7430607,11.97077638,6.05E+17,215.4737914,31.89477495,1.1487,14.350588,0.843278
132.8848058,11.73947327,6.05E+17,215.789638,31.9240656,1.0575,17.278969,1.699009
132.8877371,11.85444774,6.05E+17,215.6680046,31.97481501,1.2219,15.036922,1.02769
132.8339398,11.87999157,6.05E+17,215.6147131,31.93766905,1.1288,13.733815,0.760135
132.8840971,11.78200444,6.05E+17,215.743793,31.94125865,1.1035,15.94275,1.282602
132.8319931,11.86963937,6.05E+17,215.6248565,31.93161127,1.1695,13.758701,0.827196
132.983835,11.65114271,6.05E+17,215.9320909,31.9750141,1.1337,14.027713,0.810453
132.7280305,11.85259184,6.05E+17,215.5930007,31.8320596,1.0874,13.405249,0.738553
132.6053565,12.07755519,6.05E+17,215.2934539,31.8168092,1.1017,16.925674,1.662851
132.8104103,12.0690698,6.05E+17,215.4008324,31.99561158,1.1642,14.863969,0.951916
132.9363648,11.77944464,6.05E+17,215.771797,31.98664743,1.2234,12.739367,1.089914
132.8202131,11.82741781,6.05E+17,215.6643589,31.90348094,1.0944,15.783188,1.423977
132.8504424,11.78592867,6.05E+17,215.7233361,31.91298573,1.1194,13.330969,0.866268
132.9575222,11.7191005,6.05E+17,215.8466252,31.98015651,1.2159,17.829285,1.889116
132.9505283,11.99201449,6.05E+17,215.5508265,32.08808865,1.0465,14.931334,1.045432
132.9153743,12.20301743,6.05E+17,215.3074009,32.14462159,1.1557,15.341208,1.096749
132.9030163,11.83306579,6.05E+17,215.6982745,31.97945316,1.084,15.315637,1.055421
132.541393,11.99830787,6.05E+17,215.3475705,31.726938,1.1616,13.792916,0.776811
132.9364143,11.75035053,6.05E+17,215.8029638,31.97449916,1.1399,13.234579,0.736056
132.7602222,11.92282477,6.05E+17,215.5333684,31.89002355,1.0355,15.531122,1.130744
132.6775318,12.05278491,6.05E+17,215.354544,31.87068041,1.1385,13.236756,0.726348
132.8961568,11.71298842,6.05E+17,215.8234573,31.92304808,1.1526,16.632969,1.532086
132.7764913,11.90521439,6.05E+17,215.5600446,31.89713388,1.0558,17.450184,2.244869
132.8418314,11.77804533,6.05E+17,215.7276098,31.90202932,1.1758,13.062797,0.756186
132.9522939,11.7253469,6.05E+17,215.8374088,31.97812948,1.2098,16.735548,1.544438
132.8298742,11.79851186,6.05E+17,215.699944,31.89997091,1.1192,13.548604,0.769856
132.7566345,11.93785873,6.05E+17,215.5155524,31.89310957,1.1647,14.756734,0.948193
132.88294,11.8546158,6.05E+17,215.6655101,31.97062081,1.1496,13.864686,0.808342
132.9613931,11.88959749,6.05E+17,215.6658887,32.05498909,1.1928,16.337078,1.404673
132.933316,11.77346991,6.05E+17,215.7767188,31.98143422,1.119,12.601736,0.922346
133.0559058,11.76701217,6.05E+17,215.8429619,32.08769379,1.1271,13.332875,0.653061
132.9015922,11.82606669,6.05E+17,215.7050809,31.97525835,1.0453,16.707342,1.770214
132.9324039,11.64630535,6.05E+17,215.9123234,31.92727105,1.1528,17.853287,2.072819
132.9228468,11.7933678,6.05E+17,215.7503566,31.98046311,1.132,13.957067,0.814796
132.818608,11.81670487,6.05E+17,215.6750453,31.89757111,1.0254,17.362926,1.737263
132.8027754,11.84293987,6.05E+17,215.6393427,31.8944724,1.1804,13.499855,0.757929
132.8706074,11.87013702,6.05E+17,215.6429415,31.96614738,1.1332,14.776587,1.01439
132.8748007,11.8525041,6.05E+17,215.6638442,31.96250206,1.14,13.957524,0.805885
132.9534454,11.94755493,6.05E+17,215.599918,32.07213221,1.135,12.666274,1.125289
132.5193931,11.86856223,6.05E+17,215.4755892,31.65324135,1.1832,16.664183,1.463076
132.8883914,11.81425014,6.05E+17,215.7113566,31.95857802,1.1904,12.570298,0.773961
132.8678759,11.87152403,6.05E+17,215.6401391,31.96429891,1.1772,12.675028,0.755156
132.8126591,11.82252648,6.05E+17,215.6659476,31.89471889,1.1166,14.000402,0.789631
132.8762954,11.85615798,6.05E+17,215.6606531,31.96535889,1.1632,14.720037,0.940474
133.038036,11.61622427,6.05E+17,215.9957577,32.00850838,1.1008,16.712688,1.63711
132.6584887,11.74039282,6.05E+17,215.6793465,31.72327242,1.1574,16.03558,1.257632
132.7989822,11.83384794,6.05E+17,215.6472401,31.88729717,1.0828,15.124174,1.205401
132.9371502,11.64970362,6.05E+17,215.9109909,31.93291718,1.1419,13.423425,0.742526
132.8125093,11.81465583,6.05E+17,215.6742947,31.89129203,1.2248,17.11439,1.724995
132.8754965,11.73051201,6.05E+17,215.7947203,31.91203337,1.0969,13.004078,0.762342
132.8861195,11.84191728,6.05E+17,215.6806408,31.96813583,1.0679,15.524561,1.090313
132.8116888,11.81664146,6.05E+17,215.6717748,31.89139366,1.0379,15.179534,1.023035
132.8743639,11.85831072,6.05E+17,215.6574164,31.96454203,1.1134,13.190423,0.66344
133.1607657,12.09119337,6.05E+17,215.54552,32.31632611,1.1582,17.32404,1.723875
132.9185207,11.77717264,6.05E+17,215.7656018,31.96983401,1.1322,13.708972,0.763717
132.958071,11.82532035,6.05E+17,215.733161,32.02515203,1.1361,12.487432,0.780687
132.8511644,12.21103574,6.05E+17,215.2680344,32.09085171,1.1126,15.929307,1.216611
132.8926445,11.76486718,6.05E+17,215.7662613,31.94167686,1.0323,14.723096,1.073576
132.8939439,11.81856296,6.05E+17,215.7094211,31.96531902,1.0974,15.209842,1.217448
132.8625021,11.86459459,6.05E+17,215.6449671,31.95662462,1.1111,10.930614,0.123696
132.8848695,11.779348,6.05E+17,215.7470087,31.9408325,1.0788,14.420352,0.903763
132.9113629,11.71037827,6.05E+17,215.8336089,31.93546906,1.1082,13.99135,0.787506
132.8660767,11.86281411,6.05E+17,215.6485973,31.95905796,1.1061,14.435721,0.998219
132.8903025,11.77114241,6.05E+17,215.7584147,31.94222438,1.18,17.517017,1.766724
132.7729032,11.87558678,6.05E+17,215.5900195,31.88156522,1.1086,15.428937,1.256706
132.9527251,11.79321241,6.05E+17,215.764966,32.00695704,1.0675,14.608337,0.959754
132.6432356,11.66574418,6.05E+17,215.7516345,31.67840703,1.1468,12.49022,0.779068
132.8583331,11.80758357,6.05E+17,215.7039775,31.92906721,1.1334,17.327868,1.731762
132.6748914,11.61460269,6.05E+17,215.8214762,31.68506859,1.1437,12.510035,0.878526
132.731915,11.59318254,6.05E+17,215.8719181,31.72675023,1.1539,13.234456,0.745487
132.9915114,11.72738026,6.05E+17,215.8542234,32.01384028,1.1909,17.17527,1.93193
132.9282622,11.99194385,6.05E+17,215.5401829,32.06826326,1.0982,13.906324,0.797777
132.857624,11.81266815,6.05E+17,215.6981943,31.93056527,1.0641,15.867075,1.264331
132.7880513,11.95008761,6.05E+17,215.5175716,31.92614513,1.0723,14.404068,0.859802
132.8788444,12.18029999,6.05E+17,215.3142995,32.10270655,1.1559,16.418911,1.408524
132.6833615,11.71373641,6.05E+17,215.7198029,31.73420908,1.1428,15.477629,1.088804
132.9136633,11.7265268,6.05E+17,215.8174478,31.94428742,1.2551,16.150543,1.286074
132.8334432,11.85045963,6.05E+17,215.646084,31.9248809,1.1204,14.160103,0.835221
132.8889369,11.7665797,6.05E+17,215.7626367,31.9390988,1.1962,14.993261,1.005701
132.921739,11.9080628,6.05E+17,215.6269703,32.02745294,1.1898,12.658959,0.746413
132.6244322,12.13526813,6.05E+17,215.2407976,31.85776675,1.2021,12.442162,0.790368
133.1572437,11.7254163,6.05E+17,215.9366802,32.16031886,1.0926,15.727973,1.271746
132.9310369,11.81449201,6.05E+17,215.7316965,31.99658824,1.1706,15.502292,1.112699
132.8680454,11.78040118,6.05E+17,215.7377527,31.92631838,1.1551,14.746078,1.117566
132.9245172,11.82711988,6.05E+17,215.7150242,31.99607815,1.1299,14.779092,0.932754
132.876636,11.83494719,6.05E+17,215.6835259,31.95678935,1.1897,15.454885,1.308026
132.8290064,11.96971985,6.05E+17,215.5162446,31.9707484,1.1514,12.051344,1.159555
132.8338089,11.8397827,6.05E+17,215.6576866,31.92074025,1.1546,13.815327,0.769978
132.8494675,12.18409482,6.05E+17,215.2961504,32.07815969,0.9885,17.32751,1.734081
132.9703202,11.73548283,6.05E+17,215.8352875,31.99840298,1.1198,15.444747,1.07101
132.7400367,11.92073728,6.05E+17,215.5258916,31.87120567,1.1194,13.250557,0.748209
132.7839546,11.82905221,6.05E+17,215.6451235,31.87193155,1.0745,15.336047,1.032397
132.9958413,11.69698884,6.05E+17,215.8888544,32.00493699,1.2182,14.562347,0.898795
132.9360052,11.69750549,6.05E+17,215.8593107,31.95197068,1.1331,13.083998,0.74126
133.0788974,11.63225702,6.05E+17,215.9984473,32.05156319,1.1009,15.919052,1.211911
132.8748756,11.77338468,6.05E+17,215.7485599,31.92945066,1.2309,17.15606,1.636551
132.8415825,11.72919389,6.05E+17,215.7797298,31.88133512,1.1016,16.33221,1.35564
132.9587839,11.75008321,6.05E+17,215.814074,31.99427065,1.0386,13.641925,0.783343
133.0252273,12.02934109,6.05E+17,215.5467302,32.17006151,1.0944,15.692036,1.163146
132.9863857,11.78182712,6.05E+17,215.7934385,32.03210845,1.136,16.228561,1.479131
132.9748927,11.7242468,6.05E+17,215.849529,31.99775477,1.1475,15.946616,1.256167
132.959197,11.74917968,6.05E+17,215.8152412,31.99425909,1.1206,13.349278,0.801212
133.0261706,11.64473423,6.05E+17,215.9594895,32.0099475,1.0674,13.304484,0.753572
132.9979632,11.91799712,6.05E+17,215.6530845,32.09936593,1.122,10.205662,1.243664
132.8478826,11.81828437,6.05E+17,215.6874824,31.92425624,1.1134,15.941956,1.2139
132.7597223,11.81485335,6.05E+17,215.6486226,31.84444817,1.0626,16.023914,1.282393
132.915187,11.70783774,6.05E+17,215.8381776,31.93780227,1.0608,16.273355,1.326313
132.9703608,11.77660726,6.05E+17,215.7912766,32.01567727,1.1262,15.629979,1.349224
132.9200228,11.81820991,6.05E+17,215.7223945,31.98835379,1.1059,13.669246,0.760282
132.7496629,11.94432419,6.05E+17,215.5052797,31.8896095,1.1063,15.44746,1.094733
132.8625673,12.23574221,6.05E+17,215.246955,32.11124162,1.1633,17.3714,1.746387
132.908561,12.0234346,6.05E+17,215.4969264,32.06387458,1.1617,12.848541,0.787413
132.917663,12.14758515,6.05E+17,215.3680453,32.12363327,1.2237,16.788742,1.576224
133.0176554,11.5635404,6.05E+17,216.0422054,31.96823141,1.2875,17.655626,1.844402
132.8965213,11.86096413,6.05E+17,215.6652646,31.98534909,1.1336,15.104297,1.002271
133.034104,12.26289668,6.05E+17,215.2999012,32.27504058,1.1117,14.056765,0.821427
132.9141674,12.01587079,6.05E+17,215.5077364,32.06570694,1.0866,14.447429,0.868397
133.0136657,11.71126082,6.05E+17,215.8822149,32.02676892,1.1628,15.085811,1.003286
132.8469394,11.80736234,6.05E+17,215.6987137,31.91884619,1.1116,14.060972,1.079499
132.90765,11.84918012,6.05E+17,215.6832553,31.99031378,1.0644,13.319842,0.757766
132.6180053,11.70271795,6.05E+17,215.7000175,31.67149083,1.1718,12.796132,0.703762
132.8319861,11.82752954,6.05E+17,215.6699189,31.91399359,1.0534,15.452657,1.060617
132.6686461,11.7032038,6.05E+17,215.7239403,31.71671119,1.1086,13.921552,0.777794
132.8209517,11.84623668,6.05E+17,215.6445794,31.91200988,1.1762,10.844748,1.2488
132.8454269,11.81372107,6.05E+17,215.69118,31.92016334,1.1292,12.562178,0.74167
132.8503127,11.80607829,6.05E+17,215.701716,31.92130735,1.1693,12.692939,0.751384
132.8260434,11.83879437,6.05E+17,215.6549987,31.91342342,1.1288,14.141336,0.856721
132.7028572,12.00252783,6.05E+17,215.420494,31.87226618,1.1078,12.644999,0.73344
132.8273347,11.83730696,6.05E+17,215.6572131,31.91394919,1.1511,15.285766,1.26521
132.9433505,11.77407451,6.05E+17,215.7809242,31.9906071,1.1233,13.261796,0.741982
132.6963164,11.71521728,6.05E+17,215.7244765,31.74634612,1.1517,14.018824,0.798079
133.0704431,11.81670915,6.05E+17,215.7967273,32.12143476,1.1361,16.683546,1.827368
132.7211042,11.66728439,6.05E+17,215.7876181,31.74827064,1.1099,13.534366,0.754086
132.590014,11.68205379,6.05E+17,215.7085482,31.63794067,1.1309,13.555707,0.74526
132.9058099,11.83479438,6.05E+17,215.6977723,31.98265982,1.1781,12.449357,0.769184
132.9475395,11.78601423,6.05E+17,215.7701665,31.9993326,1.161,14.127201,0.984432
132.6982879,11.75634829,6.05E+17,215.6815094,31.76533789,1.1261,13.783259,0.758701
132.893701,11.7304018,6.05E+17,215.803644,31.92816874,1.1318,14.432956,0.859774
133.11647,11.86677751,6.05E+17,215.7652846,32.18330116,1.0059,17.300966,1.726543
132.8681254,12.12738182,6.05E+17,215.3659728,32.07118729,1.1515,12.467062,0.603829
133.0142449,11.71055833,6.05E+17,215.8832478,32.02698891,1.2115,16.10478,1.279036
133.0064655,12.06505217,6.05E+17,215.4993474,32.16825729,1.1521,14.063401,0.823608
132.6985449,11.74761401,6.05E+17,215.690961,31.7619068,1.1103,12.591162,0.666417
132.7467739,11.94356215,6.05E+17,215.5047061,31.88672292,1.2333,13.098723,0.768361
132.737727,11.94741436,6.05E+17,215.4962336,31.88028685,1.1242,14.792496,0.933216
133.0474345,11.67556752,6.05E+17,215.9368048,32.04179863,1.1344,14.086739,0.804423
132.940273,11.89846538,6.05E+17,215.6461942,32.03991968,1.0496,16.403593,1.658295
132.9281121,11.91103375,6.05E+17,215.6268591,32.03435976,1.0198,16.921421,1.566296
132.6899427,11.92656937,6.05E+17,215.4955644,31.82910239,1.152,15.576284,1.141092
132.8927825,11.8288387,6.05E+17,215.6978595,31.96858701,1.1814,12.729687,0.711073
133.180093,11.88725456,6.05E+17,215.7740772,32.24841951,1.213,17.022732,1.627951
132.8082102,11.95949544,6.05E+17,215.5171934,31.94799345,1.0901,15.031465,0.970642
132.8552431,11.80376228,6.05E+17,215.7065745,31.92472065,1.2125,13.999181,0.908578
132.8663721,12.15187948,6.05E+17,215.3388366,32.0798103,1.0123,16.181854,1.325795
132.8325527,12.20581191,6.05E+17,215.2647341,32.07213342,1.2469,17.559652,2.011568
133.2220879,11.71016004,6.05E+17,215.9845292,32.21154571,1.211,17.189444,1.66296
132.9619372,11.86903097,6.05E+17,215.6881943,32.04687488,1.1662,15.630089,1.150363
132.897471,11.96569736,6.05E+17,215.5535033,32.02994011,1.1499,12.619714,0.926146
133.2048513,12.0284646,6.05E+17,215.6342565,32.32938737,0.9881,17.903158,2.248819
132.9177785,12.0735608,6.05E+17,215.4475741,32.09294701,1.1001,15.228243,1.028736
133.0241469,11.70685138,6.05E+17,215.8920162,32.03423429,1.1729,13.57451,0.792351
132.9948309,12.03210885,6.05E+17,215.5291247,32.14419043,1.1489,15.38443,1.064621
132.9655513,12.07967015,6.05E+17,215.4639744,32.13796603,1.1629,13.322962,0.757421
132.8839487,11.77415967,6.05E+17,215.7521153,31.93784051,1.2125,15.999719,1.418523
132.8745575,11.7880054,6.05E+17,215.7327626,31.93529208,1.2286,9.229046,1.496323
132.9699845,12.07193349,6.05E+17,215.474413,32.138687,1.1589,12.55057,0.772816
132.8706702,11.79526094,6.05E+17,215.7231211,31.934875,1.1451,15.436394,1.234685
132.9815605,11.81060378,6.05E+17,215.7602795,32.03987167,1.0982,13.746282,0.861219
132.7717936,11.82613316,6.05E+17,215.6423818,31.85989926,1.1849,13.6247,0.762462
133.0545956,12.02714878,6.05E+17,215.563229,32.19525792,1.1398,16.306772,1.614349
132.972119,11.93808134,6.05E+17,215.6190791,32.08477826,1.1393,14.327913,0.996823
133.072016,12.11822429,6.05E+17,215.473734,32.24866821,1.0992,15.06953,0.997632
133.150085,11.93065784,6.05E+17,215.7129475,32.23988533,1.2425,16.282661,1.394916
132.9855296,11.80347005,6.05E+17,215.769841,32.04041274,1.1744,13.828678,0.779742
132.8635239,11.80275779,6.05E+17,215.7116478,31.93166128,1.2025,17.047369,1.878357
132.9949288,11.80411165,6.05E+17,215.7736989,32.04903631,1.1606,15.344032,1.069618
132.7025492,12.06147225,6.05E+17,215.3572348,31.89654173,1.0901,13.510602,0.734783
133.2343314,11.814968,6.05E+17,215.8779809,32.26637678,1.1194,12.28908,1.172074
132.8870166,12.1359927,6.05E+17,215.3657914,32.09156469,1.2136,15.61001,1.130294
133.2184539,11.84766175,6.05E+17,215.8351738,32.26595347,1.165,15.033169,1.022723
133.0463977,11.72906061,6.05E+17,215.8790163,32.06332926,1.1133,16.751217,
132.748811,11.66458304,6.05E+17,215.8038982,31.77176459,1.1741,12.948181,0.728326
132.677034,11.6637198,6.05E+17,215.7701221,31.70760082,1.1428,13.294988,0.750668
132.9155943,12.09772631,6.05E+17,215.4205867,32.10106157,1.1018,15.504081,1.13894
133.0114554,11.7677355,6.05E+17,215.8206643,32.04848728,1.1477,13.046064,0.753264
132.8515055,11.83068526,6.05E+17,215.6759601,31.93266609,1.1741,14.901928,0.962849
132.9722508,11.80578771,6.05E+17,215.7609377,32.02957965,1.1949,12.59493,0.745549
132.7415245,12.30891572,6.05E+17,215.1105249,32.0339199,1.1181,12.476316,0.798833
133.0599541,11.70147483,6.05E+17,215.9151356,32.0638029,1.1754,17.627457,1.802757
132.8040523,11.95024504,6.05E+17,215.5251002,31.94043697,1.1813,14.297556,0.854892
132.861769,11.70651997,6.05E+17,215.8137342,31.88976861,1.2037,17.57331,1.847855
132.6606666,11.77678714,6.05E+17,215.6415412,31.74045399,1.1071,15.241211,1.040733
132.7796539,12.22199897,6.05E+17,215.2220475,32.03180874,1.1263,15.218163,1.022705
132.8767102,11.78376458,6.05E+17,215.7383404,31.9354295,1.1769,17.212433,1.636393
132.9623798,11.796222,6.05E+17,215.7664109,32.01679956,1.1445,15.503181,1.468126
